sample_idx,data_model,fit_model,nll,bic,aic,n_params_fit,n_trials,fit_success,rmsse,true_Loss Aversion,est_Loss Aversion,err_Loss Aversion,true_Perception Shape,est_Perception Shape,err_Perception Shape,true_Learning Rate,est_Learning Rate,err_Learning Rate,true_Forgetting Fact,est_Forgetting Fact,err_Forgetting Fact,true_Exploration Weight,est_Exploration Weight,err_Exploration Weight,true_A (Shape),est_A (Shape),err_A (Shape),true_w (Loss Aversion),est_w (Loss Aversion),err_w (Loss Aversion),true_a (Learning Rate),est_a (Learning Rate),err_a (Learning Rate),true_c (Consistency),est_c (Consistency),err_c (Consistency),true_A_rew,est_A_rew,err_A_rew,true_A_pun,est_A_pun,err_A_pun,true_K',est_K',err_K',true_beta_F,est_beta_F,err_beta_F,true_beta_P,est_beta_P,err_beta_P
265,Agent,PVLDeltaAgent,132.66285322000587,283.7463871839641,273.32570644001174,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Agent,ORLAgent,66.63375399665864,156.29335892325776,143.26750799331728,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Agent,Agent,18.93349245162072,60.8928358331819,47.86698490324144,5,100,True,0.06773728637167184,4.099701322402805,4.335856571514446,0.04732570122477771,0.131508217493684,0.16720332758836576,0.03642358172926711,0.8712480241272846,0.8388812180439311,-0.0330273531462791,0.4872770483473712,0.42112408989942,-0.13500603764887992,8.378737662805785,8.226676602326723,-0.007606856452179167,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Agent,PVLDeltaAgent,130.94784773203685,280.31637620802604,269.8956954640737,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Agent,ORLAgent,71.02250660314269,165.07086413622585,152.04501320628538,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Agent,Agent,41.0177426310147,105.06133619196986,92.0354852620294,5,100,True,0.12769857676926757,2.8955553575475905,2.3108147956050336,-0.11718247734319778,0.22120881221798516,0.07003123356735856,-0.15426283535778224,0.07070343633071235,0.24595176761264217,0.1788248278387039,0.06661539069767546,0.09086822958860578,0.049495589573327205,8.22902368318283,6.272683284732974,-0.09786595289894225,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Agent,PVLDeltaAgent,138.2581514709899,294.93698368593215,284.5163029419798,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Agent,ORLAgent,51.6543238609347,126.33449865180987,113.3086477218694,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Agent,Agent,30.24567459309795,83.51720011613637,70.49134918619589,5,100,True,0.3334702829190652,2.8955553575475905,0.8890514459645096,-0.4021049923012186,0.22120881221798516,0.7524033980150133,0.5420352916296206,0.07070343633071235,0.011073953133391828,-0.06084641142583727,0.06661539069767546,0.029235291197978474,-0.07628591734632037,8.22902368318283,14.259236345681476,0.30166146385686077,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Agent,PVLDeltaAgent,138.45920291550124,295.3390865749548,284.9184058310025,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Agent,ORLAgent,47.09753933600306,117.22092960194658,104.19507867200612,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Agent,Agent,39.0116391017429,101.04912913342626,88.0232782034858,5,100,True,0.21057801836122902,2.8955553575475905,5.0,0.42173239327703593,0.22120881221798516,0.4082841702078851,0.1908932224386734,0.07070343633071235,0.01,-0.06194228197011465,0.06661539069767546,0.07670796753129505,0.020597095578815502,8.22902368318283,7.106021754238492,-0.056178185539986845,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Agent,PVLDeltaAgent,138.390961636602,295.2026040171563,284.781923273204,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Agent,ORLAgent,51.243763324344584,125.51337757862963,112.48752664868917,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Agent,Agent,8.236135151816251,39.49812123357296,26.472270303632502,5,100,True,0.2676544117203532,1.755443353738075,0.5883221262402253,-0.23389202955868732,0.24320870437894368,0.46254392406704603,0.22381144866132893,0.6128479059281426,0.562761359764526,-0.05110872057511901,0.46137575279933074,0.22657060189869374,-0.4791941855115041,17.09228248546787,20.0,0.1454586050291211,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Agent,PVLDeltaAgent,138.53929050701385,295.49926175798004,285.0785810140277,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Agent,ORLAgent,38.9236463012345,100.87314353240946,87.847292602469,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Agent,Agent,7.800854568312804,38.62756006656607,25.601709136625608,5,100,True,0.269750362154429,1.755443353738075,2.501754963263359,0.1495614447946461,0.24320870437894368,0.3704259004784699,0.12981346540767982,0.6128479059281426,0.39922483395082053,-0.21798272650747155,0.46137575279933074,0.21348637854632085,-0.5058966821489997,17.09228248546787,20.0,0.1454586050291211,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Agent,PVLDeltaAgent,138.38443406151984,295.189548866992,284.7688681230397,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Agent,ORLAgent,40.66331727303561,104.35248547601168,91.32663454607122,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Agent,Agent,13.85075681082689,50.72736455159424,37.70151362165378,5,100,True,0.13058378697786827,1.755443353738075,2.633270690220373,0.1759173019002601,0.24320870437894368,0.276126999494432,0.033590097056620714,0.6128479059281426,0.3994954288025387,-0.21770660931184077,0.46137575279933074,0.4493177371300011,-0.02460819524352985,17.09228248546787,18.531521445421607,0.07199794697117247,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Agent,PVLDeltaAgent,138.42396340363774,295.26860755122783,284.8479268072755,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Agent,ORLAgent,39.27475477071596,101.57536047137238,88.54950954143192,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Agent,Agent,9.303147967789451,41.63214686551936,28.606295935578903,5,100,True,0.2658435174771974,1.541727176162731,1.418842263189119,-0.024626235064852064,0.18235914546676396,0.2747737983759253,0.0943006662338381,0.8976183249409859,0.99,0.09426701536634088,0.39762900167656356,0.1872749955002848,-0.42929389015567093,12.240240986206327,20.0,0.38818204171053894,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Agent,PVLDeltaAgent,138.47337434504396,295.3674294340403,284.94674869008793,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Agent,ORLAgent,41.789259884926,106.60437069979245,93.578519769852,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Agent,Agent,11.763491607083203,46.55283414410687,33.52698321416641,5,100,True,0.3603979354300509,1.541727176162731,5.0,0.6930406460595729,0.18235914546676396,0.09883583032415628,-0.08522787259449763,0.8976183249409859,0.8810281637766806,-0.016928735881944223,0.39762900167656356,0.44876855387307785,0.10436643305411078,12.240240986206327,20.0,0.38818204171053894,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Agent,PVLDeltaAgent,138.38832838851113,295.1973375209746,284.77665677702225,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Agent,ORLAgent,42.49837261192207,108.0225961537846,94.99674522384414,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Agent,Agent,11.80823410346225,46.64231913686496,33.6164682069245,5,100,True,0.3386667706359228,1.541727176162731,5.0,0.6930406460595729,0.18235914546676396,0.01,-0.1758766790477183,0.8976183249409859,0.99,0.09426701536634088,0.39762900167656356,0.2974718798255464,-0.20440228949187175,12.240240986206327,14.39057395580397,0.10757043369673047,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Agent,PVLDeltaAgent,138.45296701901856,295.32661478198946,284.9059340380371,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Agent,ORLAgent,41.64311891261113,106.31208875516272,93.28623782522226,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Agent,Agent,20.962049282279878,64.94994949450022,51.924098564559756,5,100,True,0.043479948168676806,1.3658760874687792,1.3828038496978459,0.0033923371200534403,0.9582765732255352,0.99,0.032370843647413085,0.15726448017756534,0.16009039596308167,0.002883587536241154,0.4545416794475022,0.4471433251145071,-0.01509868231223484,7.346256644809678,9.151660741851051,0.09031536253333534,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Agent,PVLDeltaAgent,79.56130936776555,177.54329947948347,167.1226187355311,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Agent,ORLAgent,63.19509577078424,149.41604247150894,136.39019154156847,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Agent,Agent,12.73173541816004,48.489321766260545,35.463470836320084,5,100,True,0.04396660769361508,1.3658760874687792,1.412702402543348,0.009384031077067874,0.9582765732255352,0.9376988923445293,-0.020997633552046802,0.15726448017756534,0.16973885278406284,0.012728951639283167,0.4545416794475022,0.4083389302476418,-0.09429132489767428,7.346256644809678,7.163621824133756,-0.009136309188390299,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Agent,PVLDeltaAgent,80.31526341380341,179.0512075715592,168.63052682760681,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Agent,ORLAgent,76.04463785488244,175.11512663970535,162.08927570976488,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Agent,Agent,7.5888233488622445,38.20349762766495,25.17764669772449,5,100,True,0.045994546975897214,1.3658760874687792,1.3723159295778347,0.0012905495208527975,0.9582765732255352,0.99,0.032370843647413085,0.15726448017756534,0.15265573371395197,-0.004702802513891191,0.4545416794475022,0.5,0.09277208276019963,7.346256644809678,7.945683062543791,0.029986314043727532,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Agent,PVLDeltaAgent,76.90647175418727,172.2336242523269,161.81294350837453,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Agent,ORLAgent,60.21916740527885,143.46418574049818,130.4383348105577,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Agent,Agent,14.190381641047201,51.40661421203487,38.38076328209441,5,100,True,0.15668313785116417,4.767651379771737,4.233004593921907,-0.1071436444588836,0.2983394563370387,0.38571330265112597,0.08915698603478295,0.3931837008890909,0.34796963429664024,-0.0461368026453578,0.29523091205609236,0.3047164425704594,0.01935822553952452,11.553390143792226,17.90052063002097,0.31751528195241346,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Agent,PVLDeltaAgent,136.78301768712103,291.9867161181944,281.56603537424206,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Agent,ORLAgent,53.347294837017685,129.72044060397582,116.69458967403537,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Agent,Agent,6.811620317624251,36.64909156518896,23.6232406352485,5,100,True,0.19513574316719545,4.767651379771737,5.0,0.046562849745142965,0.2983394563370387,0.3779576939505107,0.08124309960558371,0.3931837008890909,0.39220972126293596,-0.000993856761382571,0.29523091205609236,0.32241916282270516,0.05548622605431183,11.553390143792226,20.0,0.42254176369223484,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Agent,PVLDeltaAgent,136.02998915738794,290.48065905872824,280.0599783147759,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Agent,ORLAgent,53.648665357420896,130.32318164478227,117.29733071484179,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Agent,Agent,20.26558995943728,63.55703084881502,50.53117991887456,5,100,True,0.03250707555075225,4.767651379771737,4.816579992734697,0.009805333259110314,0.2983394563370387,0.2656595418783274,-0.033346851488480884,0.3931837008890909,0.41892087836293995,0.026262425993723543,0.29523091205609236,0.30897553473772,0.028050250370668627,11.553390143792226,10.5343193977884,-0.050979026813598144,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Agent,PVLDeltaAgent,136.24059001556378,290.9018607750799,280.48118003112756,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Agent,ORLAgent,55.85986936420379,134.74558965834802,121.71973872840758,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Agent,Agent,5.236076165383649,33.49800326070776,20.472152330767297,5,100,True,0.11846737459180859,3.043819341951018,2.7241570736498173,-0.0640605748098599,0.8765888617521412,0.99,0.11572565127332526,0.9035661399709382,0.964061557220108,0.061730017601193725,0.41824237372021456,0.5,0.1668522985301744,4.180106349199163,7.078733965051326,0.14500388273397513,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Agent,PVLDeltaAgent,13.404314386598848,45.229309517150064,34.8086287731977,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Agent,ORLAgent,23.029557339832113,69.0849656096047,56.059114679664226,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Agent,Agent,4.1880310738027235,31.401913077545906,18.376062147605445,5,100,True,0.23282974139992227,3.043819341951018,4.997957689233654,0.3916108912390051,0.8765888617521412,0.99,0.11572565127332526,0.9035661399709382,0.6730887769127974,-0.2351809827123885,0.41824237372021456,0.5,0.1668522985301744,4.180106349199163,7.087063513850938,0.1454205685168472,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Agent,PVLDeltaAgent,8.798744555364067,36.0181698546805,25.597489110728134,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Agent,ORLAgent,14.94099869343515,52.90784831681076,39.881997386870296,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Agent,Agent,4.2986551347504065,31.623161199441274,18.597310269500813,5,100,True,0.3352026453805169,3.043819341951018,3.2240490151339607,0.03611817097854558,0.8765888617521412,0.9614981128859414,0.08664209299367369,0.9035661399709382,0.8797744549747994,-0.02427722958789664,0.41824237372021456,0.057958647359265605,-0.7352729109407122,4.180106349199163,6.349463972693933,0.1085221422458614,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Agent,PVLDeltaAgent,9.053729257472844,36.52813925889805,26.107458514945687,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Agent,ORLAgent,13.497902224882054,50.02165537970457,36.99580444976411,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Agent,Agent,17.57625945131853,58.17836983257752,45.15251890263706,5,100,True,0.08847953793546916,2.497397620136167,2.261057220711865,-0.04736280549585216,0.40315677538896777,0.4568886120616848,0.0548284047680786,0.48998536154764255,0.39036044938146824,-0.10165807363895338,0.16154745111874944,0.10860797357645534,-0.10803975008631449,13.674348846362461,15.853790837993074,0.10902661288797465,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Agent,PVLDeltaAgent,137.1591321746556,292.73894509326357,282.3182643493112,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Agent,ORLAgent,55.55702952694085,134.13990998382218,121.1140590538817,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Agent,Agent,12.38118553613295,47.78822200220636,34.7623710722659,5,100,True,0.10569757616780241,2.497397620136167,2.41011554392767,-0.017491398037775024,0.40315677538896777,0.4902155207412231,0.08883545444107686,0.48998536154764255,0.3871775806766338,-0.10490589884796808,0.16154745111874944,0.14794678881399412,-0.02775645368317412,13.674348846362461,17.461202694738805,0.1894374111243794,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Agent,PVLDeltaAgent,136.42601494614757,291.2727106362475,280.85202989229515,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Agent,ORLAgent,57.09870499857766,137.2232609270958,124.19740999715532,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Agent,Agent,12.717330666119155,48.46051226217877,35.434661332238306,5,100,True,0.11056587732117737,2.497397620136167,2.260892771750368,-0.04739576119955891,0.40315677538896777,0.45326409633378967,0.05112991933145092,0.48998536154764255,0.40148496307543025,-0.09030652905327786,0.16154745111874944,0.10134985778218766,-0.12285223129910566,13.674348846362461,17.3065653673399,0.18170167688731562,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Agent,PVLDeltaAgent,137.2768550621101,292.9743908681725,282.5537101242202,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Agent,ORLAgent,54.578625390730465,132.18310171140138,119.15725078146093,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Agent,Agent,10.93480705922515,44.89546504839076,31.8696141184503,5,100,True,0.056713732021645015,2.7854857108848696,2.3898760947392486,-0.07928048419751925,0.5774084195125033,0.610675467462318,0.03394596729572931,0.641517128777373,0.7060546734877057,0.06585463745952315,0.38652324976727276,0.4161058794080214,0.06037271355254826,3.4488363553075416,3.9634828991207844,0.02574519979055742,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Agent,PVLDeltaAgent,52.80263009600981,124.02594093597199,113.60526019201961,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Agent,ORLAgent,55.40720613432716,133.84026319859478,120.81441226865432,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Agent,Agent,17.457542018754374,57.94093496744921,44.91508403750875,5,100,True,0.050628341068395026,2.7854857108848696,2.628249895515171,-0.03151018344082133,0.5774084195125033,0.5914044057407735,0.014281618600275655,0.641517128777373,0.6936336374893514,0.05318011093059018,0.38652324976727276,0.34190340008114806,-0.09106091772678511,3.4488363553075416,3.8954119578360826,0.022339950101477792,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Agent,PVLDeltaAgent,55.58882869835232,129.598338140657,119.17765739670465,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Agent,ORLAgent,60.27646180531757,143.57877454057558,130.55292361063513,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Agent,Agent,9.819740800402068,42.66533253074459,29.639481600804135,5,100,True,0.13190624807195434,2.7854857108848696,2.2369586129725714,-0.10992527012270506,0.5774084195125033,0.6520550411434739,0.07617002207241896,0.641517128777373,0.6296492545588203,-0.012110075733217074,0.38652324976727276,0.26100871795941627,-0.2561521057303194,3.4488363553075416,4.605892872915456,0.057881766763777626,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Agent,PVLDeltaAgent,52.610631426741655,123.64194359743567,113.22126285348331,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Agent,ORLAgent,60.642856109753396,144.31156314944724,131.2857122195068,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Agent,Agent,77.76380141946353,178.55345376886754,165.52760283892707,5,100,True,0.054664722912306826,0.7979609188982864,0.7481779814712721,-0.009976540566535918,0.4780767498920582,0.4881756270382108,0.010304976679747604,0.18973625080586168,0.22835933560672125,0.039411311021285284,0.22419747806385085,0.16803199326119678,-0.11462343837276341,2.052401098551829,1.9203283189736804,-0.0066069424501325,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Agent,PVLDeltaAgent,125.53768396214416,269.4960486682407,259.07536792428834,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Agent,ORLAgent,97.11685062127775,217.25955217249594,204.2337012425555,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Agent,Agent,77.22348147297403,177.4728138758885,164.44696294594806,5,100,True,0.034347385754540785,0.7979609188982864,0.7304657246309669,-0.013526091035534954,0.4780767498920582,0.5352334243087954,0.05832313715993594,0.18973625080586168,0.1428458065805069,-0.04784739206668854,0.22419747806385085,0.22500821560994316,0.0016545664205965635,2.052401098551829,2.1462914629415524,0.004696866652812572,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Agent,PVLDeltaAgent,129.9960116438261,278.41270403160456,267.9920232876522,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Agent,ORLAgent,89.3720004967791,201.76985192349866,188.7440009935582,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Agent,Agent,77.4044938929216,177.83483871578363,164.8089877858432,5,100,True,0.029797611042572683,0.7979609188982864,0.8703766109019291,0.014512162726180907,0.4780767498920582,0.4591478167885322,-0.019315237860740762,0.18973625080586168,0.16498055775464868,-0.025260911276747962,0.22419747806385085,0.19643617784456222,-0.05665571473324211,2.052401098551829,2.1083130540372528,0.0027969962724073896,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Agent,PVLDeltaAgent,131.62946176581622,281.6796042755848,271.25892353163243,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Agent,ORLAgent,85.18850061993902,193.40285216981852,180.37700123987804,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Agent,Agent,105.84887285259944,234.72359663513936,221.69774570519888,5,100,True,0.1460385911070563,0.5912850455812962,0.8429258533494974,0.05042901959282589,0.05582505243721407,0.01,-0.04676025758899395,0.3717134594040688,0.6811792535490121,0.3157814225968809,0.0802752753280311,0.05851885526359776,-0.04440085727435374,1.4599456669137256,1.7546878772318255,0.014744482757283637,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Agent,PVLDeltaAgent,137.29906961828885,293.01881998053005,282.5981392365777,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Agent,ORLAgent,114.05621085464855,251.13827263923758,238.1124217092971,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Agent,Agent,109.4148547832658,241.85556049647204,228.8297095665316,5,100,True,0.09242191033286776,0.5912850455812962,1.24930632477891,0.13186799182316908,0.05582505243721407,0.12501229151378637,0.07059922354752275,0.3717134594040688,0.24461574396461475,-0.12969154636678987,0.0802752753280311,0.05166422330292136,-0.05838990209206069,1.4599456669137256,1.6660967999240268,0.01031271300701857,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Agent,PVLDeltaAgent,135.99280997150169,290.4063006869557,279.98561994300337,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Agent,ORLAgent,115.07233022127039,253.17051137248126,240.14466044254078,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Agent,Agent,95.61597555372998,214.25780203740044,201.23195110745996,5,100,True,0.4023382934206822,0.5912850455812962,0.4978347772364315,-0.01872750868634564,0.05582505243721407,0.8244922407573263,0.784354273796033,0.3717134594040688,0.012107917923735464,-0.3669444300819728,0.0802752753280311,0.012955129136469987,-0.13738805345216554,1.4599456669137256,5.472634987573114,0.2007348334496943,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Agent,PVLDeltaAgent,136.6142768889494,291.64923452185116,281.2285537778988,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Agent,ORLAgent,110.59394651105566,244.2137439520518,231.18789302211133,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Agent,Agent,8.265732306341341,39.557315542623144,26.531464612682683,5,100,True,0.07167417629689735,4.187898847629189,4.434612298424613,0.04944157330569616,0.7722860508436185,0.743272298768399,-0.029605869464509695,0.5842113001151364,0.5352644173195664,-0.04994579877098982,0.3824378069097856,0.368701563379317,-0.02803315006218092,19.449001712501556,16.68744845430743,-0.13814673627784527,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Agent,PVLDeltaAgent,76.86600748030133,172.15269570455504,161.73201496060267,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Agent,ORLAgent,62.983519586795275,148.992890103531,135.96703917359054,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Agent,Agent,4.517076717170894,32.06000436428225,19.03415343434179,5,100,True,0.056503953839861995,4.187898847629189,3.732101968856078,-0.09134205987437086,0.7722860508436185,0.7610544848383318,-0.011460781638047583,0.5842113001151364,0.6396463773613106,0.05656640535323892,0.3824378069097856,0.411547465246628,0.059407465993555855,19.449001712501556,20.0,0.027563696223033743,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Agent,PVLDeltaAgent,77.19404905739258,172.80877885873753,162.38809811478515,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Agent,ORLAgent,62.778007414148554,148.58186575823757,135.55601482829712,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Agent,Agent,11.871296223289157,46.768443376518775,33.742592446578314,5,100,True,0.024942610660320566,4.187898847629189,4.22240374711442,0.006914809516078412,0.7722860508436185,0.7706183211766314,-0.0017017649663132938,0.5842113001151364,0.6294399425093519,0.04615167591246472,0.3824378069097856,0.38883083296846366,0.013046991956485777,19.449001712501556,20.0,0.027563696223033743,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Agent,PVLDeltaAgent,74.21330349854372,166.84728774103982,156.42660699708745,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Agent,ORLAgent,65.82834116342367,154.6825332567878,141.65668232684735,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Agent,Agent,55.9093134850958,134.84447790013206,121.8186269701916,5,100,True,0.26397180419157346,3.76365282302194,2.0096617282620426,-0.35150122139476897,0.06696907712851882,0.40738510093296676,0.3473632895963754,0.3061795295925986,0.1167785186440614,-0.19326633770258897,0.11656609933330139,0.040856582190239896,-0.1545092186593092,3.149664925010837,7.2932513915355965,0.2072829648086423,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Agent,PVLDeltaAgent,136.57588001355236,291.5724407710571,281.15176002710473,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Agent,ORLAgent,71.89927642863012,166.8244037872007,153.79855285726023,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
