sample_idx,data_model,fit_model,nll,bic,aic,n_params_fit,n_trials,fit_success,rmsse,true_Loss Aversion,est_Loss Aversion,err_Loss Aversion,true_Perception Shape,est_Perception Shape,err_Perception Shape,true_Learning Rate,est_Learning Rate,err_Learning Rate,true_Forgetting Fact,est_Forgetting Fact,err_Forgetting Fact,true_Exploration Weight,est_Exploration Weight,err_Exploration Weight,true_A (Shape),est_A (Shape),err_A (Shape),true_w (Loss Aversion),est_w (Loss Aversion),err_w (Loss Aversion),true_a (Learning Rate),est_a (Learning Rate),err_a (Learning Rate),true_c (Consistency),est_c (Consistency),err_c (Consistency),true_A_rew,est_A_rew,err_A_rew,true_A_pun,est_A_pun,err_A_pun,true_K',est_K',err_K',true_beta_F,est_beta_F,err_beta_F,true_beta_P,est_beta_P,err_beta_P
0,Agent,Agent,9.150265048989562,41.32638102791958,28.300530097979124,5,100,True,0.07626909260860215,4.419129471894051,3.6836587339569142,-0.14738892543830392,0.734414471077587,0.7234493818549999,-0.011188866553660306,0.3749783162236299,0.44857095361464716,0.07509452795001759,0.2900414483288046,0.3096030974303327,0.039921732860261495,5.7011001813398865,5.665043421541159,-0.0018037398598663012,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Agent,PVLDeltaAgent,26.198836505261227,70.81835375447483,60.39767301052245,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Agent,ORLAgent,31.270405219867197,85.56666136967485,72.5408104397344,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agent,Agent,8.784543290033136,40.59493751000673,27.569086580066273,5,100,True,0.07168454432234467,4.419129471894051,4.931784604571486,0.10273649953455609,0.734414471077587,0.7311079226087969,-0.0033740290497857985,0.3749783162236299,0.3862990021993147,0.011551720383351788,0.2900414483288046,0.23478640424682312,-0.11276539608567644,5.7011001813398865,6.6551322805602595,0.04772546769486609,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agent,PVLDeltaAgent,34.63577994989684,87.69224064374606,77.27155989979369,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agent,ORLAgent,43.394518994732685,109.81488891940583,96.78903798946537,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Agent,Agent,7.953637298318996,38.93312552657845,25.90727459663799,5,100,True,0.05942811280242966,4.419129471894051,5.0,0.11640691946011006,0.734414471077587,0.7708016208318226,0.03712974464717921,0.3749783162236299,0.3489593531876418,-0.02654996228162052,0.2900414483288046,0.28673927524874016,-0.006739128734825345,5.7011001813398865,6.5903738769491484,0.04448592774433527,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Agent,PVLDeltaAgent,33.13683766024485,84.69435606444208,74.2736753204897,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Agent,ORLAgent,41.542053167521885,106.10995726498423,93.08410633504377,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Agent,Agent,5.541327275322692,34.10850548058585,21.082654550645383,5,100,True,0.10537976341288391,1.956708222326663,1.8498780972600821,-0.021408842698713595,0.8049704154602473,0.8423657936820925,0.03815854920596454,0.684603455745123,0.7218214074555587,0.03797750174534248,0.4110617105503389,0.3144879613933037,-0.1970892839939494,9.432317913417695,11.73972013285389,0.11542782488425189,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Agent,PVLDeltaAgent,37.961159812261286,94.34300036847495,83.92231962452257,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Agent,ORLAgent,46.379659958282446,115.78517084650535,102.75931991656489,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Agent,Agent,6.746039813624568,36.5179305571896,23.492079627249137,5,100,True,0.1230944246128642,1.956708222326663,1.7018610023651715,-0.051071587166631564,0.8049704154602473,0.88028506453592,0.07685168273027833,0.684603455745123,0.7643308075970948,0.08135444066527732,0.4110617105503389,0.4465662635594545,0.07245827144717468,9.432317913417695,14.136468781512777,0.23532520600775803,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Agent,PVLDeltaAgent,39.92036612047568,98.26141298490373,87.84073224095135,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Agent,ORLAgent,48.750909519554476,120.52766996904941,107.50181903910895,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Agent,Agent,8.04864264978239,39.12313622950524,26.09728529956478,5,100,True,0.04703358644530826,1.956708222326663,2.2724643877160258,0.06327778865518292,0.8049704154602473,0.757399948756083,-0.04854129255526971,0.684603455745123,0.6782902340509729,-0.006442062953214451,0.4110617105503389,0.3931214317152216,-0.03661281394921895,9.432317913417695,8.280772916220098,-0.057606052886323006,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Agent,PVLDeltaAgent,47.12099720284894,112.66267514965025,102.24199440569788,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Agent,ORLAgent,50.897228313937546,124.82030755781555,111.79445662787509,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Agent,Agent,6.862182537475638,36.75021600489174,23.724365074951276,5,100,True,0.4012503836525182,0.9488485892953972,4.865353364798844,0.7848706964936767,0.01525885155464185,0.01,-0.00536617505575699,0.8640230664030069,0.99,0.1285478914255032,0.2701342340474865,0.17741259053191308,-0.1892278439093335,11.659830750827208,19.048747204676022,0.36963063801144647,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Agent,PVLDeltaAgent,138.60950256534994,295.63968587465223,285.2190051306999,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Agent,ORLAgent,35.18638154933927,93.39861402861901,80.37276309867855,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Agent,Agent,5.017910357369545,33.06167164467955,20.03582071473909,5,100,True,0.5464742106983895,0.9488485892953972,0.21160178490038414,-0.14774485058016293,0.01525885155464185,0.7781780952160274,0.7784890241442711,0.8640230664030069,0.050951428170547944,-0.8296649369718968,0.2701342340474865,0.24382611060809656,-0.053690047835489654,11.659830750827208,20.0,0.4172170709941367,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Agent,PVLDeltaAgent,138.58834535522035,295.59737145439306,285.1766907104407,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Agent,ORLAgent,34.737008229386134,92.49986738871273,79.47401645877227,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Agent,Agent,6.781375964655277,36.58860285925101,23.562751929310554,5,100,True,0.48628905287183927,0.9488485892953972,0.01,-0.1881460098788371,0.01525885155464185,0.01,-0.00536617505575699,0.8640230664030069,0.01,-0.8714521085744968,0.2701342340474865,0.043746472676502106,-0.4620158395326212,11.659830750827208,20.0,0.4172170709941367,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Agent,PVLDeltaAgent,138.6143809440371,295.64944263202653,285.2287618880742,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Agent,ORLAgent,31.757110273122997,86.54007147618645,73.514220546246,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Agent,Agent,3.6816252189011984,30.389101367742857,17.363250437802396,5,100,True,0.10548915943863232,4.8186889572058575,3.667103038610434,-0.23077874120148767,0.8570406941787756,0.8802626332569973,0.023695856202267017,0.9651872954450895,0.99,0.02531908628052089,0.35832230362861817,0.34935906546981943,-0.018292322773058645,15.63901514330775,16.21969887288376,0.029048710834217648,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Agent,PVLDeltaAgent,31.044639205967343,80.50995915588706,70.08927841193469,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Agent,ORLAgent,37.947191184107076,98.92023329815461,85.89438236821415,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Agent,Agent,3.2041066549222372,29.434064239784934,16.408213309844474,5,100,True,0.14161100821304032,4.8186889572058575,5.0,0.03633487831545941,0.8570406941787756,0.9244294261308118,0.06876401219595532,0.9651872954450895,0.9287283051084385,-0.0372030513639296,0.35832230362861817,0.25409784654725504,-0.21270297363543497,15.63901514330775,20.0,0.2181583219956103,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Agent,PVLDeltaAgent,31.08488326092545,80.59044726580328,70.1697665218509,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Agent,ORLAgent,38.384942267420996,99.79573546478245,86.76988453484199,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Agent,Agent,4.120940390493405,31.267731710927272,18.24188078098681,5,100,True,0.10196770033091382,4.8186889572058575,5.0,0.03633487831545941,0.8570406941787756,0.9013566815452286,0.045220395271890854,0.9651872954450895,0.99,0.02531908628052089,0.35832230362861817,0.36797222430963344,0.019693715675541384,15.63901514330775,20.0,0.2181583219956103,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Agent,PVLDeltaAgent,33.31213923100204,85.04495920595645,74.62427846200409,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Agent,ORLAgent,39.62983899433562,102.2855289186117,89.25967798867124,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Agent,Agent,17.157001146587945,57.33985322311635,44.31400229317589,5,100,True,0.18602793755522576,3.985323346103328,2.1685072492514235,-0.36409140217473035,0.6420639248782201,0.741136351091048,0.10109431246206936,0.019943579680464972,0.02473239511823497,0.004886546365071427,0.40814801060699596,0.3241483715428902,-0.17142783482470558,8.827750569467476,9.406417986634734,0.028947844780753296,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Agent,PVLDeltaAgent,133.884206517296,286.18909377854436,275.768413034592,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Agent,ORLAgent,50.60016324409252,124.2261774181255,111.20032648818504,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Agent,Agent,28.913405261378845,80.85266145269816,67.82681052275768,5,100,True,0.11215250387515102,3.985323346103328,4.929813424357828,0.189276568788477,0.6420639248782201,0.6081154708104539,-0.03464127966098586,0.019943579680464972,0.016720370451659704,-0.003288989008984967,0.40814801060699596,0.34570243437916665,-0.12743995148536594,8.827750569467476,6.8677594394537325,-0.09804858079108272,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Agent,PVLDeltaAgent,134.1591309041394,286.73894255223115,276.3182618082788,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Agent,ORLAgent,58.77454932551089,140.57494958096225,127.54909865102178,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Agent,Agent,23.00742037332963,69.04069167659972,56.01484074665926,5,100,True,0.15116518946421706,3.985323346103328,2.6016357050400516,-0.2772921124375303,0.6420639248782201,0.6328888105160944,-0.00936236159400582,0.019943579680464972,0.04366888283871399,0.02420949301862145,0.40814801060699596,0.3180677635578803,-0.18383723887574624,8.827750569467476,9.903088673451586,0.05379380210025566,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Agent,PVLDeltaAgent,134.27730029231043,286.9752813285732,276.55460058462086,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Agent,ORLAgent,52.81445170737549,128.65475434469144,115.62890341475098,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Agent,Agent,15.7352925144783,54.49643595889706,41.4705850289566,5,100,True,0.05907584998850158,2.8494437642390937,2.970708897089825,0.024301629829805906,0.5280088486544662,0.5139349539314473,-0.014361117064304998,0.5607061610195205,0.4880732740902543,-0.07411519074414921,0.4593216100868834,0.4159503370454194,-0.0885128021254367,7.038179257123416,5.8854317281153925,-0.05766620955517878,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Agent,PVLDeltaAgent,92.9351248809752,204.29093050590276,193.8702497619504,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Agent,ORLAgent,64.4234254314772,151.87270179289487,138.8468508629544,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Agent,Agent,14.392950432703715,51.81175179534789,38.78590086540743,5,100,True,0.05178486099160054,2.8494437642390937,2.7977389780649564,-0.010361680596019503,0.5280088486544662,0.5345771215891608,0.006702319321116981,0.5607061610195205,0.5113460026121612,-0.05036750857893806,0.4593216100868834,0.4089793081572979,-0.10273939169303163,7.038179257123416,6.782334506945598,-0.012798636827304567,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Agent,PVLDeltaAgent,94.59869428093695,207.61806930582628,197.1973885618739,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Agent,ORLAgent,61.82507713513595,146.67600520021236,133.6501542702719,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Agent,Agent,10.581278317968952,44.188407565878364,31.162556635937904,5,100,True,0.10475531545117449,2.8494437642390937,2.664148107931167,-0.03713339805770073,0.5280088486544662,0.6306287344641157,0.10471416919351993,0.5607061610195205,0.5536809180780694,-0.0071686152463787,0.4593216100868834,0.4084529176677807,-0.10381365799816876,7.038179257123416,10.597060070982849,0.17803305722158244,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Agent,PVLDeltaAgent,92.68239110881076,203.7854629615739,193.36478221762152,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Agent,ORLAgent,61.16390342712473,145.35365778418992,132.32780685424945,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Agent,Agent,8.484922967408124,39.99569686475671,26.96984593481625,5,100,True,0.07817763679662577,0.15434611241315277,0.12762529729298516,-0.005354872769572666,0.8347944723628028,0.8901149624085359,0.056449479638503205,0.5677891099878494,0.5846778369894128,0.0172333948995545,0.3624714682058118,0.4313047742872433,0.1404761348600643,7.759167896662982,9.468629866201507,0.08551585640512883,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Agent,PVLDeltaAgent,93.9983949938549,206.41747073166218,195.9967899877098,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Agent,ORLAgent,69.19919045398744,161.42423183791533,148.39838090797488,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Agent,Agent,14.844138230665436,52.71412739127133,39.68827646133087,5,100,True,0.08078390019861689,0.15434611241315277,0.14975271126899325,-0.0009205212713746522,0.8347944723628028,0.9085264271202241,0.07523668852798096,0.5677891099878494,0.5671825060774152,-0.0006189835820757259,0.3624714682058118,0.3367515127060769,-0.05248970510149976,7.759167896662982,10.869732252770087,0.15560602081576314,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Agent,PVLDeltaAgent,92.43754471818632,203.295770180325,192.87508943637263,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Agent,ORLAgent,66.91663260871665,156.85911614737375,143.8332652174333,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Agent,Agent,12.737830709770435,48.50151234948133,35.47566141954087,5,100,True,0.09064207456557921,0.15434611241315277,0.15787617817812954,0.0007074280090133818,0.8347944723628028,0.8526434596607039,0.018213252344797017,0.5677891099878494,0.5998174546921007,0.032681984392093175,0.3624714682058118,0.45164525349331297,0.18198731691326775,7.759167896662982,9.378260383407687,0.08099512189818436,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Agent,PVLDeltaAgent,100.13753662632483,218.69575399660204,208.27507325264966,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Agent,ORLAgent,69.76937509936803,162.56460112867654,149.53875019873607,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Agent,Agent,17.476453743509424,57.97875841695931,44.95290748701885,5,100,True,0.1036469520732247,4.006953028819058,3.5720504864785445,-0.08715481810431124,0.7475435389013295,0.7223935006654484,-0.025663304322327687,0.09040804262444598,0.09165181983937845,0.0012691604234004858,0.11868790768382777,0.12169160145843344,0.006129987295113618,18.169819397083423,13.909571047188017,-0.21311897698326193,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Agent,PVLDeltaAgent,118.67437975127129,255.76944024649495,245.34875950254258,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Agent,ORLAgent,72.6236788802152,168.27320869037084,155.2473577604304,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Agent,Agent,10.148132565796336,43.32211606153314,30.296265131592673,5,100,True,0.05583037503718557,4.006953028819058,3.408570385249056,-0.11991636143687408,0.7475435389013295,0.7706374102301403,0.023565174825317142,0.09040804262444598,0.09080362813493957,0.0004036586841771385,0.11868790768382777,0.12697790108396628,0.016918353877833706,18.169819397083423,17.78869179497377,-0.019065913062013704,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Agent,PVLDeltaAgent,119.53733874751033,257.49535823897304,247.07467749502067,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Agent,ORLAgent,69.71112459494148,162.44810011982344,149.42224918988296,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Agent,Agent,11.928425429597484,46.882701789135425,33.856850859194964,5,100,True,0.056972575371702826,4.006953028819058,3.4556046235744797,-0.1104906623736629,0.7475435389013295,0.7845120467225375,0.03772296716449793,0.09040804262444598,0.08787043232325696,-0.002589398266519402,0.11868790768382777,0.11933190272300953,0.0013142755901668641,18.169819397083423,19.18709843687243,0.05088939668779421,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Agent,PVLDeltaAgent,118.77400046838406,255.9686816807205,245.54800093676812,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Agent,ORLAgent,70.88734591165158,164.80054275324363,151.77469182330316,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Agent,Agent,126.79677194649955,276.61939482293957,263.5935438929991,5,100,True,0.344156823693978,2.693693059624135,4.377514041658552,0.3374390745559953,0.0941198768393166,0.01,-0.08583660901971081,0.163368701000189,0.1528660538116733,-0.010716986927056816,0.40613470172861404,0.06989823629731058,-0.68619686822715,0.12671563285054965,0.17380138465222664,0.0023554653227452218,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Agent,PVLDeltaAgent,129.51597092975265,277.45262260345766,267.0319418595053,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Agent,ORLAgent,131.36398411750537,285.7538191649512,272.72796823501074,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Agent,Agent,128.77289514665765,280.57164122325577,267.5457902933153,5,100,True,0.40376664493038594,2.693693059624135,5.0,0.4621857595943617,0.0941198768393166,0.1250421841652544,0.03155337482238551,0.163368701000189,0.08803417655495528,-0.07687196371962624,0.40613470172861404,0.028303033989162292,-0.7710850362029628,0.12671563285054965,0.26050548608345686,0.006692839081185954,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Agent,PVLDeltaAgent,134.0762047045956,286.57309015314354,276.1524094091912,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Agent,ORLAgent,132.77587580314116,288.5776025362228,275.5517516062823,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Agent,Agent,127.27049352393254,277.56683797780556,264.5409870478651,5,100,True,0.3751972438243954,2.693693059624135,2.297834524527705,-0.07933036775479556,0.0941198768393166,0.2735757510858003,0.18311823902702418,0.163368701000189,0.06316307005089217,-0.10225064382581309,0.40613470172861404,0.01,-0.8084381667930899,0.12671563285054965,0.19537906872448763,0.003434889238316057,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Agent,PVLDeltaAgent,130.6862067862364,279.79309431642514,269.3724135724728,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Agent,ORLAgent,130.4064095128134,283.8386699555673,270.8128190256268,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Agent,Agent,4.630258159080269,32.286367248101,19.26051631816054,5,100,True,0.09126073179416258,1.7950283815686514,1.8822820517351346,0.017485705444185012,0.8950013559427522,0.99,0.0969373918951508,0.5187984732992205,0.5475717481245939,0.029360484515687138,0.1332778860152613,0.04872962707133535,-0.17254746723250194,2.294881739263249,3.0171078786973755,0.036129371657535096,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Agent,PVLDeltaAgent,5.949706350839318,30.320093445631002,19.899412701678635,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Agent,ORLAgent,15.621219517621286,54.26828996518303,41.24243903524257,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Agent,Agent,4.010759608266323,31.047370146473106,18.021519216532646,5,100,True,0.11324235151484278,1.7950283815686514,1.8080908662131718,0.0026177323936914672,0.8950013559427522,0.99,0.0969373918951508,0.5187984732992205,0.39449520957389983,-0.1268400650258374,0.1332778860152613,0.2276102296373108,0.1925149869837745,2.294881739263249,3.085692330180301,0.03956030970070296,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Agent,PVLDeltaAgent,5.093190046964512,28.60706083788139,18.186380093929024,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Agent,ORLAgent,12.005395232756754,47.03664139545397,34.01079046551351,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Agent,Agent,3.793853290838817,30.613557511618094,17.587706581677633,5,100,True,0.07160552483463858,1.7950283815686514,1.2188367375294242,-0.11546926734253049,0.8950013559427522,0.99,0.0969373918951508,0.5187984732992205,0.5561024589072354,0.03806529143674996,0.1332778860152613,0.1466609866730333,0.027312450321983643,2.294881739263249,2.8282102681948746,0.026679766329746158,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Agent,PVLDeltaAgent,6.163434868932336,30.74755048181704,20.326869737864673,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Agent,ORLAgent,14.614888910175083,52.255628750290626,39.229777820350165,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Agent,Agent,10.0101831711126,43.04621727216566,30.0203663422252,5,100,True,0.055609729044594956,2.200612290348246,2.502183620887601,0.06043513638063227,0.7187628227561635,0.7393031009355413,0.020959467529977304,0.2786976186091344,0.28197916595580574,0.003348517700685055,0.4435744963053086,0.3979359407874748,-0.09313990922006898,12.541695246919677,13.577372029464343,0.05180974399923292,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Agent,PVLDeltaAgent,98.40226256097893,215.22520586591023,204.80452512195785,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Agent,ORLAgent,55.9701899721118,134.96623087416407,121.9403799442236,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Agent,Agent,18.38541077034703,59.79667247063452,46.77082154069406,5,100,True,0.09164883876087347,2.200612290348246,2.1602004500474514,-0.008098565190539975,0.7187628227561635,0.6372758884484526,-0.08314993296705196,0.2786976186091344,0.31761679852954494,0.03971344889837811,0.4435744963053086,0.42119039494860533,-0.045681839503476054,12.541695246919677,9.002050326108238,-0.1770707814312876,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Agent,PVLDeltaAgent,98.27029735491597,214.9612754537843,204.54059470983194,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Agent,ORLAgent,50.65987842976217,124.34560778946481,111.31975685952435,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Agent,Agent,6.807749840237042,36.64135061041455,23.615499680474084,5,100,True,0.06744301226152871,2.200612290348246,1.9791511093169827,-0.04438099820265796,0.7187628227561635,0.7548562465304456,0.03683002425947147,0.2786976186091344,0.2862845812875358,0.007741798651430021,0.4435744963053086,0.4388483619640201,-0.009645172125078552,12.541695246919677,15.316182741167045,0.13879377159816755,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Agent,PVLDeltaAgent,96.97339087217853,212.36746248830943,201.94678174435705,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Agent,ORLAgent,48.64514755976797,120.3161460494764,107.29029511953594,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Agent,Agent,5.699100190095692,34.424051310131844,21.398200380191383,5,100,True,0.0785677901711684,4.956601184861511,5.0,0.00869715734238256,0.6300513126998621,0.5883413272056983,-0.04256120968792227,0.6663384285301267,0.6804555871653134,0.014405263913455816,0.24485749735458726,0.22850036493900958,-0.03338190288893404,18.08950271915008,14.765175451093056,-0.16629951315943092,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Agent,PVLDeltaAgent,88.2390330532951,194.89874685054258,184.4780661065902,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Agent,ORLAgent,67.19422649344011,157.4143039168207,144.38845298688022,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Agent,Agent,4.696307206020083,32.41846534198063,19.392614412040167,5,100,True,0.033898629320053913,4.956601184861511,5.0,0.00869715734238256,0.6300513126998621,0.6135740733683988,-0.01681350952190142,0.6663384285301267,0.6605627362700464,-0.00589356353069423,0.24485749735458726,0.23882094015129374,-0.012319504496517386,18.08950271915008,16.647899865067313,-0.07211620080454062,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Agent,PVLDeltaAgent,88.04230159135471,194.5052839266618,184.08460318270943,4,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Agent,ORLAgent,65.97077593216518,154.9674027942708,141.94155186433036,5,100,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
