true_A (Shape),true_w (Loss Aversion),true_a (Learning Rate),true_c (Consistency),kl_div_A (Shape),post_std_A (Shape),ess_A (Shape),kl_div_w (Loss Aversion),post_std_w (Loss Aversion),ess_w (Loss Aversion),kl_div_a (Learning Rate),post_std_a (Learning Rate),ess_a (Learning Rate),kl_div_c (Consistency),post_std_c (Consistency),ess_c (Consistency),post_corr_A (Shape)_w (Loss Aversion),post_corr_A (Shape)_a (Learning Rate),post_corr_A (Shape)_c (Consistency),post_corr_w (Loss Aversion)_a (Learning Rate),post_corr_w (Loss Aversion)_c (Consistency),post_corr_a (Learning Rate)_c (Consistency),max_post_corr,mean_kl_div,min_ess
0.1912944392006327,1.5299569228045686,0.4034055373456303,4.396559564907187,1.6386662064940969,0.0470552066993677,463.736180900756,1.5597732057473148,0.2670400856503489,445.2622878899092,1.0912259273391771,0.0840488234162954,458.31906574981184,0.5965384959760904,0.7145106189714444,457.77769406923227,-0.2462527144080135,-0.6972225511395999,-0.400692830355781,-0.0581708535307733,-0.3555487291925838,0.110111636902057,0.6972225511395999,1.2215509588891698,445.2622878899092
0.1540356378667674,0.2381422470611989,0.9616127928095202,4.060443902924539,0.1405163839769059,0.2239701995661055,322.86054944455816,2.013205286068177,0.1786250292514379,333.2481873596635,0.0,0.2789892931413743,310.85927159659127,0.0697978410331063,1.2426165671445546,292.14602507242915,-0.0598987448333529,-0.1346971380433276,-0.3353373874002178,-0.3213056256739802,0.1517138765454783,-0.0505703047602341,0.3353373874002178,0.5558798777695473,292.14602507242915
0.7095686589021296,2.693225270213579,0.7288890906989046,3.892146524547885,0.3677597426845455,0.1855537594677362,241.26619133218057,0.268934151274558,1.0414578191377768,268.91529985617615,0.6365617316427699,0.1444532666168173,252.9425482852204,0.0113693970333097,1.3482335660141027,289.82553937456794,-0.1247322437643312,-0.4165206800536095,-0.1657835451542219,-0.164160394237589,-0.0287445770598402,0.1064083577057866,0.4165206800536095,0.3211562556587957,241.26619133218057
0.7450018897325457,0.6382463978112828,0.9451437725503198,0.3914283242704007,0.5322601338961188,0.1606578471772193,263.46772132145963,1.4496312090063264,0.2982314569278994,275.1544636648481,0.1109806066230805,0.2357111447910113,300.4779254746305,0.0211631258343587,1.3219396450079866,317.90742294197696,-0.1135404491482376,-0.21500672235079,-0.2436617822983672,-0.7769547433497908,-0.0043114501057941,0.0174195410738388,0.7769547433497908,0.5285087688399712,263.46772132145963
0.8428588998048113,0.8067758200086727,0.5700632019437072,1.682934898681859,0.2283625641590928,0.2087470827471881,296.3764896942866,1.3944600313633158,0.3409484090586851,267.43261900600453,0.0073673374229582,0.2816560931693726,274.96745353234775,0.0993697470780758,1.214217713155751,251.0374139650192,0.2026727593725155,-0.1543774478638435,-0.2386380405076586,-0.4510316264786304,0.1436082705490191,-0.1031257005637982,0.4510316264786304,0.4323899200058607,251.0374139650192
0.2998732220727887,0.6741950203371149,0.8919608325091672,3.5752053114029883,1.124090009135226,0.0857914980306338,342.73981812011897,2.6955041983381207,0.0822339747927416,379.2280284195775,1.1199577811254111,0.0869890492412946,452.2324203152696,0.1205348113569944,1.1623616153263978,332.8661675634679,-0.4703847013551954,-0.2402445962113049,-0.8915592924977306,-0.4986651206496127,0.5661914095280023,0.1337508411600179,0.8915592924977306,1.265021699988938,332.8661675634679
0.9314232577263988,2.439595277581433,0.0832991945259006,3.549866578021335,0.2793692902982068,0.2138341540886135,188.10724860014204,0.7060237714731817,0.7893105037754428,220.89124999522704,0.5534222051745428,0.1811309645257098,184.2250734074719,0.1306707575475083,1.1634184066840432,236.5349634166689,-0.5647065401959013,-0.978954660794994,0.02094348088498,0.5306139834182291,-0.2416548693706426,-0.0207579483690982,0.978954660794994,0.4173715061233599,184.2250734074719
0.3980189806875555,3.728181560455461,0.281008668191554,4.63104761975407,0.8646706928300383,0.1073234342603365,296.9095025914841,0.5839323828599858,0.7476556829794616,372.64076462680873,0.7715264219785852,0.117164501118362,310.84158925753746,0.3930254718236223,0.9013608215143843,333.8328530619388,-0.048587626048436,-0.9637610824085472,-0.2260148571070399,0.0204028215279916,-0.2212617463817899,0.238975819768012,0.9637610824085472,0.653288742373058,296.9095025914841
0.9152076572254868,2.785188874522384,0.3563845605714557,1.6738517887576203,0.3548372246590105,0.1845499361683812,287.70811475926826,0.2302894644861934,1.0845480359101864,305.1274343266344,0.551206938181855,0.1459681741740199,305.44727699371515,0.0023652774413605,1.3474363719891107,246.84411298660643,-0.0971634511780336,-0.8110202024904747,-0.1334988459120753,-0.355581724643614,0.0389102428451834,-0.0118335585355132,0.8110202024904747,0.2846747261921049,246.84411298660643
0.841018684359622,2.8822001142765274,0.121930732670303,1.509389750693156,0.2430592888338889,0.2317287358644819,174.7968463110902,0.373876417424851,0.9057990428389088,251.4889292871547,0.271749363228219,0.2262344441803462,174.27048698961028,0.1829498306612313,1.1554282298120817,219.5637603743997,-0.134362855184613,-0.9778819642332588,-0.5914128365532462,0.1025373477212955,-0.2185079264969125,0.5570282824533888,0.9778819642332588,0.2679087250370476,174.27048698961028
