true_Loss Aversion,true_Perception Shape,true_Learning Rate,true_Forgetting Fact,true_Exploration Weight,rmsse_median,rmsse_p90,n_successful,convergence_rate,bias_Loss Aversion,std_Loss Aversion,shapiro_p_Loss Aversion,bias_Perception Shape,std_Perception Shape,shapiro_p_Perception Shape,bias_Learning Rate,std_Learning Rate,shapiro_p_Learning Rate,bias_Forgetting Fact,std_Forgetting Fact,shapiro_p_Forgetting Fact,bias_Exploration Weight,std_Exploration Weight,shapiro_p_Exploration Weight,pct_normal,corr_Loss Aversion_Perception Shape,corr_Loss Aversion_Learning Rate,corr_Loss Aversion_Forgetting Fact,corr_Loss Aversion_Exploration Weight,corr_Perception Shape_Learning Rate,corr_Perception Shape_Forgetting Fact,corr_Perception Shape_Exploration Weight,corr_Learning Rate_Forgetting Fact,corr_Learning Rate_Exploration Weight,corr_Forgetting Fact_Exploration Weight,max_error_corr,nll_median
1.7664060576381153,0.17229899129042991,0.25195872019554405,0.24668289665760915,19.89750342500311,0.2832509742113569,0.4237677832591297,30,1.0,-1.0471796239119822,1.4681801121758482,7.307400346394976e-09,0.14683702126532702,0.3409366581783023,0.000122369347494807,-0.027739058329078598,0.3398737084686054,3.7681048502148235e-07,0.09500746137221322,0.10147700410257857,0.0005060439202118392,-0.07679015365889276,0.572731836208314,1.7580500123344196e-10,0.0,-0.04254307316137391,-0.06783350273342097,-0.24022528675771349,0.048024691107446796,0.10291393260489007,0.09520923700344493,-0.02403640862415364,0.3042221423683842,-0.4025618534940601,-0.48835602244426346,0.48835602244426346,7.043964953763903
4.003216444653326,0.9002789126740772,0.7862965698082859,0.11227224319988982,3.9133494687287143,0.1652081570567347,0.24251028096945135,30,1.0,0.5186557510922019,0.8279402202488024,1.541391364545942e-07,0.08971137960347467,5.227768528504214e-05,7.76637667465555e-12,0.07612758612037133,0.16477103920510386,1.8024451674432687e-05,-0.02157755246580647,0.14430361848534676,5.837115578898464e-08,0.7621720785002571,2.504034170137242,0.004868570965899339,0.0,-0.10723733686497873,-0.04458373684927216,-0.10812819959011195,-0.32156912838295626,-0.1437767196367662,0.10384097115679625,0.005275097246859939,-0.39663813019532207,-0.15886885651275878,0.03832016801611739,0.39663813019532207,4.227872895144312
3.007431311839064,0.7618097431930881,0.9849151880682129,0.23136846809497297,10.173393431439862,0.11852478492224079,0.24583150857356054,30,1.0,0.11062778669094324,0.41092115826974,0.9516739010698813,0.06670108429589658,0.08016526191351143,0.055260425706201675,-0.03135592621392021,0.056071104027860016,1.1996295784966695e-06,0.018903053028562267,0.036576875717051115,0.40065374949801624,4.28247014688516,4.917034551332207,0.0010836007615356847,60.0,0.19016034104785656,-0.3014763478060564,0.43032567784410003,0.2448408083143725,0.0067463667230625085,0.365206141126286,0.97273656162244,0.06750604396704815,0.06254650539859885,0.46881662586519646,0.97273656162244,7.9698880486694215
1.9447607877829398,0.8072287748475238,0.6953745908901791,0.20993747013799857,18.80119277189827,0.03511707972927622,0.05696977833109439,30,1.0,0.0032681036260497455,0.16814263368989452,0.6210296808715496,0.002771281470034966,0.025706977913253,0.06192901637330236,0.004082907998087955,0.02933195270722847,0.6978810895212131,0.0005465377738900203,0.012591145978185416,0.2150977777500368,0.45309265637552004,1.2962306653782893,2.0794529276402181e-07,80.0,-0.7675406455536984,-0.18633208491425676,-0.38728632888691783,-0.23465862381891767,-0.1471264760419662,0.1851013309054637,0.7291828602360942,0.5637195503108181,-0.003509911795212028,0.01941339664381158,0.7675406455536984,11.488677073046885
2.5454453791816936,0.7815487575790803,0.07632012072872894,0.025223706505521234,3.2527011389349547,0.04422594345908504,0.10047977753694717,30,1.0,-0.14461104239285644,0.39351185543441825,0.07017701238674336,0.035172062816485695,0.06268938700137777,0.9326768380252046,-0.0009267436079169411,0.01574279254102262,0.3710071685296629,-0.0013385225759179242,0.006164219109501732,0.9681799090663065,0.5422743042393023,0.8838545304025659,0.38662772776309207,100.0,-0.8628974116303371,0.560138768884757,0.38085732190588256,-0.4041772546580078,-0.4714962270745103,-0.2914077392585019,0.7347501575273248,0.4674108661995151,0.08029246632758469,-0.24770774393442727,0.8628974116303371,55.18549926532319
2.145987528478187,0.03482613416347506,0.2639410307907022,0.28854398148886906,10.27636759312849,0.3488465256996722,0.47467547204531924,30,1.0,-0.496164621921551,1.858840136727451,4.541387998978599e-05,0.3508247500826987,0.32337366317696814,0.005347201322121653,-0.06677453241430428,0.3053966520740216,3.9972267160872397e-07,-0.04369123985863354,0.16014060680758307,0.0002841850455695106,5.0907368371510975,4.306970646669546,0.0011818775806320824,0.0,-0.45596700363668263,-0.011714602148329424,-0.19024701597633203,0.4565838978691108,-0.30908084135600544,0.22896047940508193,-0.04760044043296345,0.3270534362986217,-0.30566588866092603,-0.6478787257062139,0.6478787257062139,25.39374048721119
4.613536368420199,0.33371840462214475,0.20339447437769673,0.35500862811274425,7.424163418396534,0.0780016638537549,0.16656509327198465,30,1.0,-0.2562675275557964,0.9349795705547869,4.541883770383954e-06,0.02313967125419536,0.05093135957717877,0.016544645383822134,0.010625563909196323,0.04084930888830209,0.06967807428897656,-0.012977215402832896,0.06618360536224209,0.5348218106018154,0.3821159926317554,0.9524108169951047,0.26663862024555424,60.0,-0.7371215043789581,0.035123536197170825,-0.32169305076194077,0.06290952548779437,-0.46665410616922853,-0.0975928586788899,0.33246207851388687,0.2037123799422485,-0.008150506977311497,0.023226932268048592,0.7371215043789581,38.04702789914176
3.3347909780352643,0.47908138835755115,0.06413809172298585,0.03169509048123413,17.765763120690448,0.15358283928033672,0.21037846699836357,30,1.0,0.14869322550485478,1.4049147888932552,0.0007190508162050607,0.01074785624761258,0.10901062428362346,0.9679932243463765,0.013373875767886149,0.036111230532048635,0.05246694487200378,0.0010807070161313501,0.010639323483247764,0.00282090678368121,0.6599023035494529,2.6767099928726394,1.877775818068616e-07,40.0,-0.8422374983086848,-0.010385133798995408,-0.08715182871977392,-0.2111300359392283,-0.42409014818692814,-0.039132704184258696,0.23110253775840292,0.2271535723029799,0.11719068627861469,-0.7249470607142088,0.8422374983086848,52.59322493980935
2.3419779144117143,0.6798315033047628,0.934137402000378,0.09176940345722799,15.2359312657011,0.07769635028605223,0.12629501418834926,30,1.0,-0.07752602833173768,0.4026155574827488,0.005557136995323211,0.03113831566530829,0.044742799718115685,0.5488775599948783,-0.01331921999737115,0.055917718002152124,0.013881550836550986,0.0035389684083165624,0.013542489018280863,0.015663807521391616,1.6647351335138367,2.62075209093796,0.011494504261848223,20.0,-0.7029674751146504,-0.24540611946317442,-0.30283307652825225,-0.16207313235000967,0.10359150423182986,0.0958929025720307,0.7558074931066632,0.2550438958464537,0.26974271201556477,-0.1802973077678191,0.7558074931066632,16.592232741958583
4.570142450946958,0.22664422293096095,0.4971743845814836,0.3966276842854479,12.2040789643782,0.1360348002116935,0.33584126925050445,30,1.0,-0.7948829034948822,1.4563067527132887,6.58745021484794e-05,0.08609031999294464,0.11436335977592062,0.003495034475411871,-0.04865437358957998,0.10774862668364452,0.9493143696585319,-0.027013634740834975,0.10905042138287596,0.014351673300192913,2.0539885398356685,2.7765514829195994,0.17259269648792158,40.0,-0.7777983364785831,0.0917142486342328,0.22810350925398207,-0.1096884526517307,-0.5263743511001615,-0.5629541614930015,0.5022142924667145,0.37419447253149274,-0.3069573034759451,-0.118171619528487,0.7777983364785831,25.6346795799605
