true_A (Shape),true_w (Loss Aversion),true_a (Learning Rate),true_c (Consistency),rmsse_median,rmsse_p90,n_successful,convergence_rate,bias_A (Shape),std_A (Shape),shapiro_p_A (Shape),bias_w (Loss Aversion),std_w (Loss Aversion),shapiro_p_w (Loss Aversion),bias_a (Learning Rate),std_a (Learning Rate),shapiro_p_a (Learning Rate),bias_c (Consistency),std_c (Consistency),shapiro_p_c (Consistency),pct_normal,shapiro_p_median,corr_A (Shape)_w (Loss Aversion),corr_A (Shape)_a (Learning Rate),corr_A (Shape)_c (Consistency),corr_w (Loss Aversion)_a (Learning Rate),corr_w (Loss Aversion)_c (Consistency),corr_a (Learning Rate)_c (Consistency),max_error_corr,nll_median
0.8428588998048113,0.8067758200086727,0.5700632019437072,1.682934898681859,0.309618894864901,0.4126657285530681,100,1.0,0.0421059920217238,0.1357268182022249,5.110174587612431e-10,-0.1827681584958312,0.5662762414996076,6.498390137575107e-12,0.1485534514529899,0.3042330014694204,1.7069524300418523e-09,1.792424592815402,1.5971544008680287,2.890162141387393e-09,0.0,1.1089849444015475e-09,0.0345650263316971,-0.202811194838624,-0.134565184485441,-0.5736163943994701,-0.1985853017526392,0.3714483953244997,0.5736163943994701,3.178053840093857
0.2998732220727887,0.6741950203371149,0.8919608325091672,3.5752053114029883,0.1617405225533198,0.4322281671104062,100,1.0,0.1465833082149349,0.2438696871778274,6.911671020427789e-10,0.0207974194865972,0.2390014855595996,1.6026639202701727e-06,-0.0739141195874616,0.2140632170918441,8.500423045037119e-11,-0.1393711699195723,1.6012247617887132,6.223446447719601e-09,0.0,3.45730677488119e-09,-0.1214314458466989,-0.4339474122370109,-0.4246274620364372,-0.7107536786269361,0.3149706819946052,0.0276492023868481,0.7107536786269361,16.922273386563788
0.9314232577263988,2.439595277581433,0.0832991945259006,3.549866578021335,0.1506134160896927,0.2969053637450135,100,1.0,-0.0035576423279384,0.1599959825098366,3.954699480144653e-17,0.4219682355640263,0.8166927426324179,4.09833180784108e-15,0.0252444408187111,0.1237647360642871,2.2882285720554435e-18,1.2575902647919222,0.6722376907738077,1.5135661467021392e-19,0.0,2.091761168675099e-17,-0.1878720987283101,-0.971596272088914,0.6412302689140241,0.3345922018278811,-0.0553899337744263,-0.6260022501008433,0.971596272088914,3.2546443060193546
0.3980189806875555,3.728181560455461,0.281008668191554,4.63104761975407,0.1393790230978554,0.1776098849785812,100,1.0,-0.0033244645512491,0.0888922468574958,5.361655290200611e-07,1.2313876141302358,0.2807810438118696,1.2438519177278569e-21,0.0097118779638145,0.0911981420218851,1.412307165706561e-06,0.3180474595757216,0.3410724040020006,1.3807321389981936e-21,0.0,2.680827645100312e-07,-0.0768881210827515,-0.966722927097032,0.1408080829251548,0.0288735967972899,0.4151058153299087,-0.2570066948459709,0.966722927097032,4.346671142977751
0.9152076572254868,2.785188874522384,0.3563845605714557,1.6738517887576203,0.1922155887986168,0.3108613139042748,100,1.0,0.0192260841036448,0.0653087158658906,4.85093310381071e-08,1.3516529832406832,0.6918202378118984,9.742919930211278e-07,-0.0483900981218715,0.0609519671551901,3.437374565073178e-06,1.1283323070897142,0.9408641893508128,3.870433265186231e-05,0.0,2.205833279047153e-06,-0.1557736017140061,-0.5564889829457741,-0.7966181636548363,-0.303633863119267,-0.2273449158467173,0.5134761738144878,0.7966181636548363,3.178053850513386
0.841018684359622,2.8822001142765274,0.121930732670303,1.509389750693156,0.3571835840102575,0.4106944757706854,100,1.0,0.0263832269427573,0.1476815559046708,9.532431177909525e-14,0.6617481036802344,1.0779954790862163,1.1247319962403515e-10,0.0023361608069588,0.117620433956108,6.56670451851976e-17,2.976821838115758,1.2364085326084298,1.6973908336588642e-17,0.0,4.769498941214022e-14,-0.1289358932039795,-0.976087873293112,0.2226628344671075,0.1453774255118375,0.1468219129382047,-0.1533973729911255,0.976087873293112,3.283349915921627
0.6462446591901518,1.502944259122828,0.1601312461676373,4.01031361025932,0.1304056296099183,0.4539429300161272,100,1.0,0.1549124841878797,0.1633350920663487,1.2357579227882517e-08,-0.2970610259042752,0.5203725092074903,8.00101372597284e-10,0.1019141067140317,0.287072608524391,3.3058246295327624e-14,0.7520788034834344,0.7449891031034052,5.532183193323882e-19,0.0,4.000672154217897e-10,-0.5443704176266145,0.2648036687290495,0.0887467121327682,-0.8799547170408009,0.0357534890995478,-0.0494235379212429,0.8799547170408009,4.3272662691376
0.5069350300951949,0.8973213223494592,0.3495885963272865,1.6283650448149816,0.3316867054007522,0.5403320068300418,100,1.0,0.1760590836408025,0.2357288932694981,2.168899485956704e-06,-0.1654964095419383,0.4097771542514293,4.261416645585256e-06,0.1574921129104103,0.3162357549970039,5.7614715233999875e-08,1.6226850971870683,1.7430160153788028,1.157201234076683e-09,0.0,1.113257100595352e-06,-0.6165479874004363,0.3023213530411756,0.1504956602033222,-0.8656361234752961,-0.2869836071224665,0.3064867261329903,0.8656361234752961,7.031662865703536
0.1654824909859072,4.314547770540275,0.647258422036628,1.3617391235375782,0.1001535913035094,0.1930184980004697,100,1.0,0.0020841354101714,0.0658738329241539,0.0052156757561198,0.2083966125893088,0.8010500297098568,3.6869189282455616e-14,0.0055124549914703,0.1316206984568318,0.0051421500076962,0.2569273908371161,0.6863921199974298,3.93460552570181e-08,0.0,0.0025710946768757,-0.3627862616674194,-0.8619996326148941,-0.5072491821113945,0.2737753202299518,-0.1562715425959581,0.3610028259635713,0.8619996326148941,27.83789736187484
0.7073575572259619,4.3574774081635566,0.8069588970178753,2.5811839718242053,0.2430451186979276,0.3069793768134813,100,1.0,0.1664568933485455,0.1707040968568497,1.4373160055302882e-11,-0.1268513114593891,1.0364056937554895,9.154320833371872e-12,0.1155873637059383,0.1407580910683228,9.364177664971331e-15,0.8429794024247727,1.3790118095088215,3.5299689016945174e-08,0.0,1.1763740444337376e-11,0.3109265257105494,0.0901790010456611,0.3279321543596018,0.5131944855340492,0.3722316464647751,0.3409227383192694,0.5131944855340492,3.1780538303479458
