true_$\alpha$ (Shape),true_$\lambda$ (Loss Aversion),true_$a$ (Learning Rate),true_$c$ (Consistency),kl_div_$\alpha$ (Shape),post_std_$\alpha$ (Shape),ess_$\alpha$ (Shape),kl_div_$\lambda$ (Loss Aversion),post_std_$\lambda$ (Loss Aversion),ess_$\lambda$ (Loss Aversion),kl_div_$a$ (Learning Rate),post_std_$a$ (Learning Rate),ess_$a$ (Learning Rate),kl_div_$c$ (Consistency),post_std_$c$ (Consistency),ess_$c$ (Consistency),post_corr_$\alpha$ (Shape)_$\lambda$ (Loss Aversion),post_corr_$\alpha$ (Shape)_$a$ (Learning Rate),post_corr_$\alpha$ (Shape)_$c$ (Consistency),post_corr_$\lambda$ (Loss Aversion)_$a$ (Learning Rate),post_corr_$\lambda$ (Loss Aversion)_$c$ (Consistency),post_corr_$a$ (Learning Rate)_$c$ (Consistency),max_post_corr,mean_kl_div,min_ess
0.19955240263134832,0.14533999317127452,0.16669997611857545,2.0374177070852078,0.8847253702023733,0.0999596092994599,306.2976322398105,2.5190822051160806,0.10894597584543078,345.1612293920091,2.085398106054317,0.030169418669239285,339.04437469338654,0.5687298069165743,0.7417393046340379,309.4389926336251,-0.10294769849165719,-0.5612397697453034,-0.9222162931920503,0.05107946875663687,0.0855068744965509,0.6389697709514267,0.9222162931920503,1.5144838720723364,306.2976322398105
0.6536790865571348,3.4333832889306652,0.5143893698618873,2.758547552035711,0.1768061190272401,0.22190904435158595,266.44981998264655,0.2865464254390364,0.9947568705176179,276.9296281357819,0.325062297878559,0.19320427215341518,260.5238294104408,0.02337551423842399,1.3113079459742805,267.5993101132684,0.09540026275523697,-0.923892155389517,-0.2852565450440704,-0.3278345539215076,-0.0840449205033061,0.24514447171994214,0.923892155389517,0.20294758914581487,260.5238294104408
0.9799463350073024,2.011485148339802,0.41759506078176445,0.3018972285218768,0.5031564659311352,0.17116379768376633,282.08677274713494,1.3127847912139334,0.32829228832273827,324.1234688035884,0.3583218794049106,0.1788932778234326,306.80895769536363,0.023657913292913113,1.322395762516974,312.0021485922538,0.6440331590932852,-0.8608081173624546,-0.09338079088468104,-0.8582734301278434,-0.23190840371407437,0.12085258368847772,0.8608081173624546,0.5494802624607231,282.08677274713494
0.565114726123676,0.08162883909955712,0.8783420398863219,0.593407203265024,0.5642712921065192,0.14133951888495327,239.41836492715984,2.897291022622099,0.06892247426279209,357.28548921078374,0.44901777630480566,0.16028354376559162,399.49803940636036,0.7633871659900374,0.6616922773867818,254.26032839296204,0.5557477449422321,-0.3766629116567653,-0.8677089909914546,-0.5794122993765375,-0.4293864154454574,0.2973212165609847,0.8677089909914546,1.1684918142558653,239.41836492715984
0.7807044462578664,4.667121830838064,0.2340812902794547,2.5984959892967616,0.277443131818889,0.19105082539597848,278.22814666207745,0.365078359266229,0.9174258699017399,318.89773668811716,0.4337160386373024,0.1696451565980477,320.18975883971456,0.08460829623691501,1.2379308270445377,230.37478023790118,0.10057266555285904,-0.9143911037301299,-0.18756991676529247,-0.25881970876961125,-0.07136324698764059,0.07195362589319738,0.9143911037301299,0.2902114564898339,230.37478023790118
0.5909514131421231,3.5522631037840804,0.47337801791169815,1.5178467255715347,0.18204562024034948,0.21835272489971813,262.9355973569913,0.28596606552388937,0.99903997609813,302.9791557257928,0.2775620273295073,0.19587978911642293,250.50715355278172,0.031230062408002635,1.3342769393891243,285.9695693041717,0.0652325134668532,-0.9225560652024253,-0.12304141628459475,-0.27799035823744567,-0.1304337344804662,0.07519918364988505,0.9225560652024253,0.19420094387543718,250.50715355278172
0.030238800675793952,0.20205419038582573,0.5159558924126205,0.5872075027604531,0.7540101112225178,0.15057312134839682,236.18109042015806,0.691677847190937,1.039193547080078,253.13100424731212,0.08741406393413756,0.26668859357977026,203.37488344304762,1.7851544440769305,0.3779202171346932,245.05838083374175,-0.1488432939975612,-0.034824918561663316,-0.3595488754339483,-0.2696405481636133,-0.35184939767644796,0.02511823090083423,0.3595488754339483,0.8295641166061307,203.37488344304762
0.40394860152813084,0.39011242421346354,0.9213053709313025,4.9368515942671625,0.4919287784807701,0.16524643196793992,283.7988498703259,2.305740725187506,0.12342646335199432,264.0490357180853,0.1535976112924315,0.22505325237219284,272.8420846844703,0.04192526847914624,1.2882717562471477,310.671965727128,-0.43410761479374066,-0.36895014968263073,-0.18490558488618677,-0.5059945177669324,0.19750079072558818,-0.010611309917216222,0.5059945177669324,0.7482980958599634,264.0490357180853
0.9663615166546864,4.487322812133772,0.7524646831677255,3.181749075836339,0.3729388360833776,0.1856865769549489,251.79716818670772,0.26518851774860797,1.078166516326274,262.52886671242015,0.6507178163607956,0.14285265309374073,269.32892991390594,0.03095881023622704,1.3128047014159063,297.7084096484244,-0.11877935482089415,-0.41455204201503654,-0.0394232931415824,-0.16467519597550245,-0.1012130667905259,0.006923269072306225,0.41455204201503654,0.32995099510725207,251.79716818670772
0.3901353096416764,2.6448778310558185,0.25309071948887923,4.980565748438619,0.824606765723398,0.1100432064520249,290.93379103784,0.5794318927404907,0.7560530513869315,346.1946797423296,0.7199367387162514,0.11963971556300766,289.91218329240525,0.3918613915200344,0.9031027230970646,366.38036036408283,-0.13358847063271237,-0.9675659652670652,-0.29851802134472516,0.07881820732710398,-0.10263992045141589,0.29102651904354643,0.9675659652670652,0.6289591971750437,289.91218329240525
