true_$A_{rew}$ (Reward L-Rate),true_$A_{pun}$ (Punish L-Rate),true_$K'$ (Decay Rate),true_$\beta_F$ (Freq Weight),true_$\beta_P$ (Perseverance),kl_div_$A_{rew}$ (Reward L-Rate),post_std_$A_{rew}$ (Reward L-Rate),ess_$A_{rew}$ (Reward L-Rate),kl_div_$A_{pun}$ (Punish L-Rate),post_std_$A_{pun}$ (Punish L-Rate),ess_$A_{pun}$ (Punish L-Rate),kl_div_$K'$ (Decay Rate),post_std_$K'$ (Decay Rate),ess_$K'$ (Decay Rate),kl_div_$\beta_F$ (Freq Weight),post_std_$\beta_F$ (Freq Weight),ess_$\beta_F$ (Freq Weight),kl_div_$\beta_P$ (Perseverance),post_std_$\beta_P$ (Perseverance),ess_$\beta_P$ (Perseverance),post_corr_$A_{rew}$ (Reward L-Rate)_$A_{pun}$ (Punish L-Rate),post_corr_$A_{rew}$ (Reward L-Rate)_$K'$ (Decay Rate),post_corr_$A_{rew}$ (Reward L-Rate)_$\beta_F$ (Freq Weight),post_corr_$A_{rew}$ (Reward L-Rate)_$\beta_P$ (Perseverance),post_corr_$A_{pun}$ (Punish L-Rate)_$K'$ (Decay Rate),post_corr_$A_{pun}$ (Punish L-Rate)_$\beta_F$ (Freq Weight),post_corr_$A_{pun}$ (Punish L-Rate)_$\beta_P$ (Perseverance),post_corr_$K'$ (Decay Rate)_$\beta_F$ (Freq Weight),post_corr_$K'$ (Decay Rate)_$\beta_P$ (Perseverance),post_corr_$\beta_F$ (Freq Weight)_$\beta_P$ (Perseverance),max_post_corr,mean_kl_div,min_ess
0.7279951837270823,0.095848102785113,4.144627811163057,4.4921052788376254,-0.7237670939155052,0.5357485088692159,0.1419104428552536,281.8178150298203,2.380909349392718,0.0372292009676792,255.22980064175883,0.0079788580939785,1.332718739552109,225.89817442302672,1.244182691931818,1.4360073856547813,210.2791993423526,0.0,5.268431943109865,253.72130139682932,-0.0733426933298375,0.0287511388853772,0.3364272287633558,-0.0449154466698283,-0.0916717785987313,-0.4314405065729129,0.0917649402599652,-0.0672476447547487,0.0904987423422148,-0.3823807573874342,0.4314405065729129,0.833763881657546,210.2791993423526
0.0165096065641222,0.4924927651548272,2.611839439832472,9.87487545469298,1.2674113021013866,3.102893030570553,0.0124484443054706,275.7009159789754,1.1396327280557892,0.0787946891393126,302.14048114721743,0.1323831987175803,1.1895928775967473,258.29760829769225,1.4390515749574735,1.2453787435512853,271.1892061185638,0.0614952126175127,4.893041632464366,269.49033406583743,0.4801069023952622,0.0894750135103055,-0.6856037038411725,-0.2300734562941875,0.0142765915765499,-0.454035865295963,-0.0883788470103031,-0.0799219379237117,-0.0373500635564217,0.0355889954763046,0.6856037038411725,1.175091148983782,258.29760829769225
0.2027403738687013,0.3080076936531871,3.46167470715076,6.967089535469167,-1.4977365679530923,1.241826927111122,0.078962113341833,228.92448664937564,1.5243879061125312,0.0527506246646337,288.1913215366067,0.0509612041268263,1.2551180402017097,263.6294885826148,1.413438349214752,1.3290363069419742,239.68661823679724,0.0291547136769128,5.323414534441238,260.1896043478255,0.0568970244923365,-0.1984846453874216,-0.3654196178970491,-0.2441261031425015,0.0566651286328062,0.2376686700978228,-0.1273648839124972,-0.1184275173494974,0.1996886492093963,-0.1825140428118765,0.3654196178970491,0.8519538200484291,228.92448664937564
0.0923624315113176,0.625960680507163,0.7493618274389582,-8.073105246879702,-0.5908941195069826,2.819332004697653,0.014519785139999,368.4510238051454,1.0245662589510478,0.0871163380215316,359.4657070434137,0.1573810030497655,1.1509037507218465,311.71179275341325,1.9822594332572596,0.720029398173906,363.5816113347572,0.0225681270187272,5.150115012212653,249.1238265742681,0.3298599999615415,0.0526235008613769,0.0865507548427931,0.267558608846391,-0.0860635216122411,0.1622928957512702,-0.1291044623887812,0.0243545077622384,0.063418093701676,0.1184588899616869,0.3298599999615415,1.2012213653948909,249.1238265742681
0.0553748568707896,0.1298084248765608,3.280293019756051,-9.515724844852889,-4.576772039517113,3.0175299118564376,0.0119390058924771,305.57451782559593,2.091733056764939,0.0303431196305157,343.4936974177748,0.2897119545269069,1.0285096974112482,292.47918532226174,2.716009470836348,0.4059399549015692,305.53950072116663,0.0106486572224784,5.192088113849087,283.7261509164007,0.4818565651233618,0.0049379345745929,0.0569343534781241,0.1558267947322271,-0.0010969464132486,0.1628911653369391,-0.0539533407239422,0.0160688675595979,-0.0663409990477039,0.0344787166015496,0.4818565651233618,1.625126610241422,283.7261509164007
0.2960195011391274,0.4573763661676128,4.879561962342128,-7.058750371880558,-5.827321958129698,1.7335951032364465,0.0444323481856857,302.0203763860948,1.363281874207406,0.0622420344555641,402.8838462701864,0.0918685498508757,1.214313400352815,272.33022439632,1.6868152469905024,0.8987197872534401,346.7007761819081,0.0496481438685876,5.049647412732999,258.4421472811512,0.1121783605127564,-0.2503886477810687,0.5159851686015015,0.3650677277780376,-0.0190361989269331,-0.0311212468362567,-0.0542327919297819,-0.1418911104723628,-0.1441329052535229,0.2784134369868835,0.5159851686015015,0.9850417836307634,258.4421472811512
0.895445452040372,0.4840968505740612,4.020539755464419,-2.134818388241396,-3.686115084885053,1.1842549965593774,0.0844501614415995,343.66414297272905,1.1674604835448634,0.0754360627274837,351.5152054543706,0.1539708789392728,1.143976044651854,307.43924952156675,2.9213995026173136,0.2616139805606002,329.86569790397,0.0689534270028731,5.027354068910508,298.9426464622051,-0.0513660840052422,0.0543609098039638,0.2494955961313391,0.150826119403731,-0.0635445789869292,-0.0675900444975921,0.0319902690439781,0.0967497985293785,0.0713644521031282,0.0511677977661248,0.2494955961313391,1.0992078577327402,298.9426464622051
0.7905741549388218,0.7919393560780116,1.9300972191290724,8.076442850277989,4.119507892564457,0.455535455347338,0.1556090158279143,276.5182694607082,0.8875972041737117,0.1055991314676144,255.03395951103653,0.0856282957729881,1.2346908855496763,269.2257113231729,1.3024986934551488,1.4409371216099982,351.4092231744634,0.0,5.475116551144502,223.83391220314545,-0.0578722376241677,0.0557325531768921,0.0901893871567656,0.0908108039391523,0.0646416116335122,-0.1207444328631466,0.0960742074639365,-0.0859911318964694,0.1109872308862428,-0.1097936580888745,0.1207444328631466,0.5462519297498373,223.83391220314545
0.5915978725469354,0.1232519669576823,0.8131741840179076,-0.6915633432655284,-6.72463595461277,0.3268308804953723,0.1930046927104093,336.92542060118654,1.9676370446490083,0.0364610490371075,312.840136401883,1.8467110641850064,0.191746124909878,349.12215491522306,2.052883398493927,0.6303432380121287,294.8549310435913,1.1915336841476718,1.5629202153301738,332.55755213082074,0.2247269102757451,0.0459157827283635,-0.2741079226770215,0.0463094842907082,0.1004482048820118,-0.2574233785039521,0.0451405254309309,-0.3746002224068801,-0.6798229113597924,-0.0867205253236788,0.6798229113597924,1.4771192143941971,294.8549310435913
0.7698496903424363,0.3123674056717673,1.6671167189606977,-8.307299820158999,-5.145965962005371,1.0638983618592388,0.0871634732000097,356.3775652928909,1.749656863963203,0.0423259549129482,429.67843040867695,0.1056623809229684,1.194556226428608,285.1054096799226,1.7738184183109258,0.8296331239114831,306.2525365163468,0.1046634283922802,4.999146704277381,266.5351231936563,0.3825171124723077,0.0404378137172191,0.3901967029289304,0.0889827483983052,-0.045200055830287,0.1992833622214669,-0.0503389170579875,0.1863666922580772,0.2449511737635228,0.2066063965888052,0.3901967029289304,0.9595398906897232,266.5351231936563
