true_$A_{rew}$ (Reward L-Rate),true_$A_{pun}$ (Punish L-Rate),true_$K'$ (Decay Rate),true_$\beta_F$ (Freq Weight),true_$\beta_P$ (Perseverance),rmsse_median,rmsse_p90,n_successful,convergence_rate,bias_$A_{rew}$ (Reward L-Rate),std_$A_{rew}$ (Reward L-Rate),shapiro_p_$A_{rew}$ (Reward L-Rate),bias_$A_{pun}$ (Punish L-Rate),std_$A_{pun}$ (Punish L-Rate),shapiro_p_$A_{pun}$ (Punish L-Rate),bias_$K'$ (Decay Rate),std_$K'$ (Decay Rate),shapiro_p_$K'$ (Decay Rate),bias_$\beta_F$ (Freq Weight),std_$\beta_F$ (Freq Weight),shapiro_p_$\beta_F$ (Freq Weight),bias_$\beta_P$ (Perseverance),std_$\beta_P$ (Perseverance),shapiro_p_$\beta_P$ (Perseverance),pct_normal,shapiro_p_median,corr_$A_{rew}$ (Reward L-Rate)_$A_{pun}$ (Punish L-Rate),corr_$A_{rew}$ (Reward L-Rate)_$K'$ (Decay Rate),corr_$A_{rew}$ (Reward L-Rate)_$\beta_F$ (Freq Weight),corr_$A_{rew}$ (Reward L-Rate)_$\beta_P$ (Perseverance),corr_$A_{pun}$ (Punish L-Rate)_$K'$ (Decay Rate),corr_$A_{pun}$ (Punish L-Rate)_$\beta_F$ (Freq Weight),corr_$A_{pun}$ (Punish L-Rate)_$\beta_P$ (Perseverance),corr_$K'$ (Decay Rate)_$\beta_F$ (Freq Weight),corr_$K'$ (Decay Rate)_$\beta_P$ (Perseverance),corr_$\beta_F$ (Freq Weight)_$\beta_P$ (Perseverance),max_error_corr,nll_median
0.150748657786133,0.3245754945985777,2.1921307562249788,-8.38659403426368,2.024563148341471,0.195039707977264,0.3042914059238804,100,1.0,0.0117217333971102,0.0523971877014163,1.3788067662400729e-06,0.011255016472175,0.0676130639859175,0.0383374679985501,-0.6337588041982011,1.481884830312849,1.738321959382684e-07,-0.1341413080846771,1.2473198520291626,2.3349311253390947e-05,-1.509043675317048,6.775145458236652,6.059695828515785e-07,0.0,1.3788067662400729e-06,0.2444871159892795,-0.100749131108056,0.6194270983181974,0.2730399975954634,0.087564923517545,-0.0171859180719536,-0.1517600086492508,-0.0133390984352165,0.2823299400832972,0.3053446524751935,0.6194270983181974,89.80046052201298
0.6130068477843527,0.7719363551643553,3.7352721602724106,-4.885591879925107,-3.0445812029414387,0.3020251519260542,0.3588818572234267,100,1.0,-0.0032800987542483,0.1525561254505229,0.5838732897306442,0.0064374223407012,0.1034714549265742,0.4048127334910834,-2.274020809132681,1.289543245526668,3.964898135418924e-06,-0.723688391938149,1.4540899008861394,1.0749344552416e-05,1.0398401181547492,7.076267413407817,5.4232372754404784e-08,40.0,1.0749344552416e-05,0.1017537530120293,0.0663357982983205,0.5409906803614946,0.4374434499719972,-0.1135956087748866,-0.3123409596394713,-0.1326502501430737,0.1152293291292902,0.1215525132731576,0.416271982536702,0.5409906803614946,71.96556892045292
0.1972698676882662,0.3832916919725383,4.111505911570769,-4.130296894493815,7.814611267199975,0.39437345795658,0.5166104267939692,100,1.0,0.0362577631522649,0.1337083091544327,4.6872298511190816e-12,0.0230322762388092,0.0650329136250427,0.2230413229002725,-2.234436079916448,1.7042801303374526,2.462009881625201e-08,-0.0561790414071766,1.0339935727260356,0.0655323767939092,-8.537611419682124,7.26960550410553,1.0073516854645649e-07,40.0,1.0073516854645649e-07,-0.0848432216341293,-0.01563537462096,0.6097573612555532,0.3375119200262954,0.0386210968708752,-0.1193899000006037,0.118537906629347,0.0247115908208682,0.2083165033382253,0.3338967904695943,0.6097573612555532,105.63618323645797
0.2434070555162866,0.9760681589902646,3.146960499019374,-8.681232713382718,-6.577468695569294,0.2933194876779668,0.378824163997242,100,1.0,0.0159028610777106,0.0624147907565155,0.1242213333507646,-0.0303728429669678,0.0673260830046866,1.86283349715866e-10,-1.887891015421536,1.1254403956376136,3.409623522465635e-06,-0.2078421611676828,1.118418103001735,1.5073696632718944e-07,5.165469534595437,7.061187507908277,2.351813804599472e-07,20.0,2.351813804599472e-07,-0.3250963520096147,-0.0066843342096958,0.3716156353545089,0.6314454459263632,0.0430225928896985,-0.4186695812151274,-0.2065064435939281,0.0707100938030575,0.0721095764644622,0.2816960632419677,0.6314454459263632,67.18513407726007
0.7638099149382631,0.165964983862844,2.1589472192014587,3.710642420565387,-2.296746243492592,0.1923202111112089,0.2913590557028736,100,1.0,0.0014160623259817,0.1619823045611943,0.0001261350939324,0.0089387099985048,0.04998558027176,0.0003040087785328,-0.6770563629446003,1.3353962503544663,1.2178964671090278e-06,0.5642544069659104,1.5404883779089882,5.298123022587428e-05,0.1436761980088197,6.3961341350327965,4.385600952458008e-07,0.0,5.298123022587428e-05,-0.0759722011865369,0.0099054122473664,0.0079280210014482,-0.1723633394515846,0.0176685617503808,-0.273621013384564,0.1541783921471241,-0.2327127608009182,-0.0200247628203968,-0.3811183546572889,0.3811183546572889,48.8602426029899
0.7832178550331826,0.1912193845609137,2.398893079259704,2.81771871390635,-0.1113559283642562,0.2309058233623286,0.299684884544191,100,1.0,0.0086653874522918,0.1260012290950817,0.0267148281591556,0.0099327774128101,0.0535271873746438,1.0600258590165865e-06,-0.1295502425266608,1.5835942570909125,2.414623366886952e-05,0.2750850084175295,1.0802940845165496,9.784262839377084e-07,-0.9468015776176504,7.574954971973241,1.1353927062068904e-08,0.0,1.0600258590165865e-06,0.1425516936812305,-0.0338056504052692,-0.0821365240306101,-0.1326570451089065,0.186358303846818,-0.4197434915733657,-0.0265367874628763,-0.1852117661311037,0.0303285611235997,-0.4330647508679456,0.4330647508679456,62.42516646111528
0.7980740301735065,0.6588688518245657,0.5418597961533396,8.91332108320369,5.999091517074646,0.1808078654264055,0.2408812899471422,100,1.0,-0.1404616918777492,0.248013088764351,8.667424938251121e-06,0.1212174480526516,0.1575398494567379,2.172033325666983e-05,0.1065471191157351,0.4944259950016077,1.7228822334577209e-07,0.2097230372724629,1.6200324534915684,6.741065610248381e-15,1.692291586304583,3.6045484239674384,3.234200810471413e-13,0.0,1.7228822334577209e-07,-0.3840836771690039,-0.0065339184549521,-0.2217562260975124,0.2311936095350059,-0.1996401954192125,-0.248111292109373,0.3173605146141228,0.0071986101500898,0.2193238886251479,-0.0808237678341841,0.3840836771690039,12.300954796546003
0.2622962644698918,0.5225101707362095,2.0523740990803736,-3.966450871161344,-5.431135339882951,0.1358009175401688,0.2272804885653477,100,1.0,0.0276214584173924,0.1107349394974475,0.007192296097481,0.0236724366398796,0.0963015233096595,0.0036167417998183,-0.5581622023424014,1.1343511024023465,0.0003475667161175,-0.0854283832895533,1.0773045014718887,0.0072151827627493,-0.1827314059797835,4.527963798247039,4.092640746611266e-09,0.0,0.0036167417998183,0.1654855719988256,0.1153558440338262,0.7192165551504526,0.3000554303345756,-0.124934838051325,0.0414016658451991,0.0313185163217778,0.0531410162937769,-0.2147228921454312,0.2200014838989109,0.7192165551504526,99.20902139256452
0.1485361057922244,0.1273541445313448,4.961853615568821,-1.8152408490438603,9.747939516434087,0.4656370029802986,0.510356900777103,100,1.0,-0.0056727656183221,0.131719765758516,2.903606139330457e-10,-0.0021558533800868,0.0522392738145212,0.3221185826377496,-3.507932977005104,1.627986617680255,2.926560206738486e-10,-0.2379762823001081,1.2632005044263943,0.0004462895554824,-8.851827928069342,5.685301808418094,1.4345762427777976e-08,20.0,1.4345762427777976e-08,0.6847232464303701,0.3324197956650274,0.2182761542572724,0.3625559163884865,0.1973748002617795,-0.0610525357024147,0.3007084290567834,0.1030839592385688,0.361628141626422,0.0955466884340436,0.6847232464303701,131.99431563071363
0.4872383136081633,0.2006562344535823,0.6383642312228989,-3.28472023608482,2.231390250072833,0.0818339741672367,0.2364106331370985,100,1.0,-0.0027709683867741,0.1367789759606367,0.6152041653183213,-0.0024272810508951,0.0551775383476113,0.1198367943994065,0.4139134236526579,0.8228411742861175,1.054848816278772e-06,-0.2475649174591987,0.7636893517070269,2.52610185336266e-05,2.040080555912042,3.432865185358213,3.443223102614652e-10,40.0,2.52610185336266e-05,0.0822005301368899,-0.2035660516176302,0.4914040142741456,-0.0028983024056017,0.1667468777431645,0.31909099070905,0.1051242180107978,0.175000824417357,0.8755471561959701,0.1957510947963338,0.8755471561959701,118.44535827145891
