true_A (Shape),est_A (Shape),true_w (Loss Aversion),est_w (Loss Aversion),true_a (Learning Rate),est_a (Learning Rate),true_c (Consistency),est_c (Consistency),err_A (Shape),abs_err_A (Shape),err_w (Loss Aversion),abs_err_w (Loss Aversion),err_a (Learning Rate),abs_err_a (Learning Rate),err_c (Consistency),abs_err_c (Consistency),global_error
0.6396734304069782,1.0,0.3563257476593605,0.01,0.1385550281871886,1.0,3.3753270010874776,5.0,0.3603265695930218,0.3639662319121432,-0.34632574765936047,0.06940395744676563,0.8614449718128114,0.870146436174557,1.6246729989125224,0.32558577132515476,0.5001122979287439
0.7995572922144603,1.0,1.954653727771891,4.506059682734869,0.5099323415838628,0.30387969833168016,0.7638636506092997,1.8708570133349889,0.20044270778553974,0.2024673816015553,2.551405954962978,0.5113037985897751,-0.20605264325218264,0.20813398308301279,1.1069933627256892,0.22184235725965715,0.3142285798003757
0.41111886567126615,0.5005217026270864,1.8173938827292577,1.9994932406447168,0.47989589419478934,0.37805700291763855,3.83468145974291,1.7211982370865044,0.08940283695582024,0.09030589591496994,0.18209935791545906,0.036492857297687184,-0.10183889127715079,0.10286756694661696,-2.1134832226564058,0.4235437319952717,0.22330355612526304
0.6934900443375069,1.0,0.2257245483285977,0.18628459194110436,0.7736829239142347,0.5785464555996488,0.059018431763177476,0.012983151574928624,0.30650995566249306,0.3096060158207001,-0.03943995638749334,0.007903798875249167,-0.19513646831458586,0.19710754375210693,-0.04603528018824885,0.009225507051753276,0.18361294130138178
0.15218433056107036,0.1785633607809511,2.9469848483889964,2.6454440450751746,0.23273798050808717,0.2577657998321722,1.497681221747556,1.4937761885071144,0.02637903021988075,0.026645485070586616,-0.3015408033138218,0.06042901870016469,0.025027819324085016,0.025280625579883854,-0.0039050332404415578,0.0007825717916716548,0.03536018461501264
0.05608064208674446,0.01,4.0328932416834915,5.0,0.7007857042606325,0.7769865907145095,0.6350173887415852,0.5443110144755265,-0.04608064208674446,0.0465461031179237,0.9671067583165085,0.1938089696025067,0.07620088645387701,0.07697059237765355,-0.09070637426605865,0.018177630113438606,0.10721864896247953
0.08344159692421033,0.06206053587082439,1.925634662381528,1.6430669151815682,0.9296441067316144,0.9916405355910763,4.478073776017855,5.0,-0.021381061053385934,0.0215970313670565,-0.2825677471999597,0.056626803046084105,0.061996428859461994,0.06262265541359797,0.5219262239821454,0.10459443366375659,0.06807095399577898
0.781906663365851,0.7527055655096,3.4040749256896223,3.17690183864553,0.6825192116013256,0.6639683629602392,1.5362220790544743,2.5732002587462803,-0.029201097856251024,0.0294960584406576,-0.22717308704409245,0.04552566874631111,-0.01855084864108636,0.018738230950592284,1.036978179691806,0.20781125845527174,0.10779522765208001
0.4652472534028531,0.6162878823283473,2.9782239967035506,5.0,0.39086812711848545,0.25447080820717866,0.21382346915799164,0.0903026475475185,0.1510406289254942,0.15256629184393353,2.0217760032964494,0.40516553172273534,-0.1363973189113068,0.13777506960738062,-0.12352082161047313,0.024753671665425477,0.22750290963491732
0.2620264643287307,0.19987179946820374,4.376499491164834,4.700051087725701,0.28285187796275674,0.3037616709032739,1.6508385390600302,1.6004837418954119,-0.06215466486052698,0.06278248975810806,0.32355159656086663,0.06483999931079491,0.020909792940517147,0.02112100297021934,-0.050354797164618326,0.010091141716356377,0.04662025964765327
