true_A (Shape),true_w (Loss Aversion),true_a (Learning Rate),true_c (Consistency),contraction_A (Shape),post_std_A (Shape),ess_A (Shape),contraction_w (Loss Aversion),post_std_w (Loss Aversion),ess_w (Loss Aversion),contraction_a (Learning Rate),post_std_a (Learning Rate),ess_a (Learning Rate),contraction_c (Consistency),post_std_c (Consistency),ess_c (Consistency),post_corr_A (Shape)_w (Loss Aversion),post_corr_A (Shape)_a (Learning Rate),post_corr_A (Shape)_c (Consistency),post_corr_w (Loss Aversion)_a (Learning Rate),post_corr_w (Loss Aversion)_c (Consistency),post_corr_a (Learning Rate)_c (Consistency),max_post_corr,mean_contraction,min_ess
0.9197333646350366,4.854491008927634,0.25461991340241286,4.798533113446808,0.43300591104472486,0.2151958229506839,257.32790642236955,0.342786631860173,1.167785603468466,201.42803032744763,0.57180551247702,0.18701011942790527,277.4815025922972,0.17038331496212045,1.3120447915090308,286.0390109834206,-0.22834697759260708,-0.7808261907997368,-0.19580861935978952,-0.25976627143458003,0.043053820796648684,0.13894986932634765,0.7808261907997368,0.3794953425860096,201.42803032744763
0.6596740412125398,1.1786969435097996,0.7820782034097029,2.0155682515439914,0.7446911065173031,0.14440344135511202,349.1827605921839,0.98764350613174,0.1601244133398203,368.27694964198236,0.7740229503977683,0.13585534780148434,366.4437460245385,0.247029083022141,1.249968370594512,285.84480789633255,0.5586601233800677,-0.7209906882167768,-0.19470671369170492,-0.890488950944771,-0.12057475721144911,0.2218445729250946,0.890488950944771,0.6883466615172381,285.84480789633255
0.3929603249610551,4.489540164103057,0.4631208814901407,2.446385390600301,0.6243999830059419,0.1751488834905598,211.48113939302294,0.6644045624529089,0.8344838701490044,302.2556784422221,0.6442025363275068,0.17046922844153098,212.2962964777517,0.31720834821292077,1.190293395507436,247.78435595064263,0.13131711475167843,-0.9618682177015389,-0.3637448009339069,-0.14895334266996904,-0.15333813055279652,0.28590529364805,0.9618682177015389,0.5625538574998196,211.48113939302294
0.05970225026219274,0.8614914258545568,0.275670382605938,1.7856512106316869,0.912876048081531,0.08435549047300332,301.46716442395996,0.8502265251769359,0.5574775406867513,326.0020814116367,0.9195590610663934,0.08105562094884178,347.14629012193626,0.7526475599803353,0.716420528957077,294.21955384364855,0.006860355159212537,-0.4410010091895891,-0.6873077548097195,-0.2631464679078127,-0.547881569090013,0.3701840029368765,0.6873077548097195,0.8588272985762988,294.21955384364855
0.47095477654298,1.5238831029679287,0.7343487603174933,1.5527717730038704,0.5192785072626038,0.19814875200042725,264.2104894364718,0.5993627814111651,0.9117705672017061,277.62848284971017,0.6132314146253635,0.17773385780563433,287.99369499827816,0.2750261526174298,1.2265099978261742,285.41522287776087,0.13346655444536895,-0.9353638779005362,-0.14743193158913684,-0.2551002779518788,-0.12879488297117914,0.09923756881781504,0.9353638779005362,0.5017247139791405,264.2104894364718
0.4242725340285313,1.584325741699011,0.28206330223217413,3.8203857927652685,0.9044651547281374,0.08833350716222796,390.2964498117351,0.988453221189345,0.15478908958730275,417.2067083742436,0.948769393202424,0.06468585479215694,418.9623238094624,0.6393348861254409,0.8650913921848523,407.0583153332003,0.5634813871173247,-0.8894735518201967,-0.5159710696657746,-0.715717606544771,-0.2541068089067852,0.5165772009153006,0.8894735518201967,0.8702556638113368,390.2964498117351
0.23005707692210123,1.657080459353614,0.39114266225659683,1.3496346915799162,0.9336072857194404,0.0736384745826847,434.3133421911954,0.7973344855038715,0.6484848737316502,411.52770325245297,0.8331915760117483,0.11672222594364988,435.5468931179606,0.9004941564727763,0.45439570259230205,382.9771143389629,-0.18255619076099328,-0.7112687810436997,-0.6031760058235476,-0.06779566844056865,-0.48002338433690656,0.33408823443586066,0.7112687810436997,0.8661568759269591,382.9771143389629
0.13218715347809878,4.776892299313458,0.023345882846758256,2.6972256097101446,0.9377437921457474,0.07130761373441179,284.79266716327317,0.6471413557263926,0.855677875930211,336.2307766910056,0.9290967050611714,0.07609879508986216,287.4826668547244,0.8675761745013568,0.5241951367969412,299.31313732406153,-0.16606229975215345,-0.3186651454039967,-0.41957828534460684,-0.1414078099030637,-0.22870100907184404,-0.41947924005937604,0.41957828534460684,0.8453895068586672,284.79266716327317
0.2094992511611411,3.7609274776609674,0.5452155180957476,0.5528161082510779,0.9676362276956694,0.05141314134495384,398.5829143946971,0.6403029209600096,0.8639296478785984,326.74236414214295,0.9093651330680212,0.08603837955627343,484.1302365335483,0.9478572291869163,0.32893264350051793,313.00027162358987,-0.03988335007744032,-0.47402304399999984,-0.556365951113593,-0.04897044663239822,-0.662054255386876,0.08702542599071447,0.662054255386876,0.866290377727654,313.00027162358987
0.7691518881401747,4.108059354162211,0.6628515854492738,0.3438148487222853,0.5702676942548957,0.18734563264653753,279.8686371362283,0.4976881481557085,1.020931573862325,282.08497717729813,0.7277770435744207,0.1491100599089786,304.0568194215834,0.13248578041132508,1.34167776866566,266.3516961485625,-0.15864784889784742,-0.4364236849452453,-0.16486749544084725,-0.15344040957997507,-0.026310460428427725,0.0311598847758258,0.4364236849452453,0.4820546665990875,266.3516961485625
0.5104064208674447,1.0422094449878074,0.5140640012207152,0.11170130653897922,0.6897550337377885,0.15918309464093894,257.2647984545766,0.46433006274250177,1.0542862911588355,295.7127003851458,0.7918660394866965,0.1303815217924843,327.45387438013574,0.9238743240523435,0.3974435959630249,233.26200379306982,-0.0540967592633204,-0.5035029919999066,-0.668625972236305,-0.009595371859325613,-0.46850201373118594,0.28036197081025993,0.668625972236305,0.7174563650048326,233.26200379306982
0.16745855209252367,2.8358140606688598,0.24629496004391344,1.0739848321867185,0.9683207718167671,0.05086650137237226,290.4579424307888,0.6488542584574764,0.8535984652723139,249.15538524528964,0.8219789649036616,0.12058137518494902,248.44774252294428,0.8025320711499576,0.6401153004966463,245.66437604907324,0.11470145179415438,-0.4770193700529116,-0.47793251552865557,-0.3598535980490528,-0.7529890525177009,0.230678650641634,0.7529890525177009,0.8104215165819657,245.66437604907324
0.5509180551555214,4.97473413641213,0.4937160097185362,0.8579326227394248,0.40654142929213033,0.22016068850402257,283.2217106560691,0.36184312906813887,1.150730561494539,213.6925933860286,0.5318777657478659,0.19553486513290422,267.65620196250734,0.17406255029090412,1.3091321900245427,254.09865786909003,-0.08590684566416978,-0.7745856481566353,-0.22456230093349033,-0.3920931194171156,-0.022242692175705524,0.1406233043769254,0.7745856481566353,0.3685812185997598,213.6925933860286
0.555180761266668,1.9614170126790769,0.627849936634334,3.3663246982046138,0.4230282727551914,0.2170810121192541,274.9188740107924,0.5242366678143476,0.9935858689512768,300.379249628621,0.569038226937123,0.18761343985682494,283.1320378803329,0.17444826749289355,1.3088264684632631,280.183981849362,0.00848878628257132,-0.9344550771020333,-0.2337718359676752,-0.2188324634653373,-0.04416712946304883,0.20563228463938457,0.9344550771020333,0.4226878587498889,274.9188740107924
0.1140820825247022,1.4509246851978477,0.6146171307450355,4.481160848128136,0.9798554337973151,0.04056238953272215,445.59915926901766,0.9719888775425545,0.24108776933975706,387.78523571540757,0.9252273257725339,0.07814766898333113,433.5820695477237,0.825239142721647,0.6021878736682265,417.1334558179704,-0.17906015843021683,-0.6567712893310873,-0.3209477849609208,-0.1576510198267661,-0.29549315558098344,0.1620093321754224,0.6567712893310873,0.9255776949585126,387.78523571540757
0.8085969861925505,0.7100058613395577,0.08685704260632393,4.004214399473357,0.48977580372886986,0.20413858339482163,303.32983917453805,0.9482847602705112,0.32758136912684815,285.3544789265606,0.10230840659346374,0.2707747419747249,275.8970246555676,0.25375590311257934,1.2443724200343744,272.5578975543685,0.1702032905764143,-0.093770836173496,-0.21099574066966173,-0.4161157524017526,0.12269099135702614,-0.039924561174991394,0.4161157524017526,0.448531218426356,272.5578975543685
