$\lambda$ (Loss Aversion),$\rho$ (Perception Shape),$\alpha$ (Learning Rate),$f$ (Boredom Factor),$\beta$ (Exploration Weight)
0.14015128509516822,0.7881517138854879,0.49639111687213416,0.0755296453189716,4.821378062448294
0.19374499466526116,0.7192820888052072,0.4752519405423538,0.06159160947557257,3.7842936738564865
0.1459392670336762,0.7445016145063473,0.4970264335718861,0.07467514768882255,4.073597965099097
0.16270647827050844,0.7443123402867663,0.48713125062992313,0.06937818341933563,4.063149553854772
0.1290800606864309,0.8069388144167937,0.4983346480803654,0.07349305054042302,4.931111600329806
0.14189115662462679,0.758231142726647,0.4876259623442355,0.08534751143251045,4.247842598594583
0.15335693193178862,0.7589532205863674,0.48410306838916256,0.07592427464278062,4.342774467962141
0.14389153436609683,0.7653619956274712,0.5028290645740113,0.08126169822688924,4.1263187027711155
0.1446333054145672,0.734782222024049,0.5115695017756404,0.08342702422093116,3.7645606095969186
0.12124389844321967,0.7686215439087248,0.5586531017887026,0.10844601153585186,4.233057613932793
0.14300779250081283,0.7567636467096863,0.5450100003111764,0.07400786154229948,4.435673457403219
0.14430625253631144,0.748524901843506,0.4891870750230202,0.08223592836652151,3.890476965216304
0.16282338423845338,0.7769267279191079,0.4720286791266849,0.08896768393697022,4.486751948494793
0.147022824873402,0.7559912553670464,0.5126443933147734,0.07421872278977336,4.420448273110333
0.17423030506343123,0.7068692805137581,0.4816958044141499,0.08496896393499949,3.2487668540197596
0.129887201505761,0.7636201761976509,0.5438562637852034,0.08089320218794116,4.504315228217179
0.1283528210189039,0.7572786091635824,0.5269301571541971,0.06754915636890725,4.225358058124005
0.15558217177639128,0.7891402417547914,0.46675916206937734,0.06712126326642641,5.0
0.14788160644034054,0.7439854794745596,0.4976568654007818,0.0700138109577094,3.8614774108667826
0.13620338122061476,0.7528143537195864,0.5450433365200797,0.09416975712126835,4.032724916894233
0.13294266887253972,0.7837870830619573,0.5108042195290118,0.08938405680832533,4.585039254184733
0.14558752711073983,0.724286377483315,0.5160716193666569,0.08510385153302305,3.3036572180382846
0.17503019699384506,0.7645065760667097,0.4583121890561132,0.06892780206790199,4.280495400574368
